--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83781;01/01/2000;0000;22.5;21.1;88;917.4;5;3;10;
83781;01/01/2000;1200;21;19.9;90;916.7;5;1.3;10;
83781;01/01/2000;1800;21.2;20.8;96;915.6;5;2;10;
83781;02/01/2000;0000;20.8;20.1;94;916.9;14;1.6;10;
83781;02/01/2000;1200;19.6;19.1;95;917.5;14;3;10;
83781;02/01/2000;1800;19.4;18.7;93;916.6;14;2.8;10;
83781;03/01/2000;0000;18;17.5;95;917.9;9;2;10;
83781;03/01/2000;1200;18.7;18.2;95;916.5;9;0.8;10;
83781;03/01/2000;1800;23.7;20.5;74;915.8;27;2;10;
83781;04/01/2000;0000;18.8;18.3;95;917.6;14;1.6;10;
83781;04/01/2000;1200;20.8;19.5;88;919.8;23;3.3;10;
83781;04/01/2000;1800;21.9;19.9;83;919.4;32;2.5;10;
83781;05/01/2000;0000;21.3;19.3;83;920;32;3.6;10;
83781;05/01/2000;1200;21.6;19.9;85;921;32;1.6;10;
83781;05/01/2000;1800;21.6;20.4;89;921.5;32;3.3;10;
83781;06/01/2000;0000;21.2;20.1;90;921.6;0;0;6;
83781;06/01/2000;1200;23.9;22.1;85;923.9;32;3;9;
83781;06/01/2000;1800;23.2;21.7;87;922.7;18;1.6;10;
83781;07/01/2000;0000;20.6;19.7;92;923.2;5;1.6;9;
83781;07/01/2000;1200;23.5;20.9;79;923.1;5;3.6;7;
83781;07/01/2000;1800;21.3;19.1;81;922.7;27;5;10;
83781;08/01/2000;0000;21.3;20.5;93;924.2;9;0.7;10;
83781;08/01/2000;1200;22;19.7;80;925;9;3.3;10;
83781;08/01/2000;1800;30;21.1;43;921.9;5;1.6;5;
83781;09/01/2000;0000;21.3;19.9;88;924.1;5;2.3;10;
83781;09/01/2000;1200;24.6;20.5;68;925.3;5;2.5;6;
83781;09/01/2000;1800;28.3;21.7;55;923.9;14;3.3;9;
83781;10/01/2000;0000;22.6;21;86;924.9;9;2.1;4;
83781;10/01/2000;1200;24.5;21.1;73;925.9;5;2;0;
83781;10/01/2000;1800;31;22.1;44;923;36;2.3;8;
83781;11/01/2000;0000;22.8;18.7;67;924.3;23;3.3;10;
83781;11/01/2000;1200;27.7;21.3;55;924.7;32;4.6;6;
83781;11/01/2000;1800;30.7;21.6;43;921.1;27;5;6;
83781;12/01/2000;0000;25.4;20.5;63;920.9;27;2.5;6;
83781;12/01/2000;1200;26.1;20.9;62;921.7;32;4.3;6;
83781;12/01/2000;1800;30.1;22;48;919.6;32;4.5;6;
83781;13/01/2000;0000;21.8;21.1;94;922.1;32;3;10;
83781;13/01/2000;1200;24.5;20.7;70;922.9;36;3.1;6;
83781;13/01/2000;1800;29.9;22.1;49;920.7;27;4.8;6;
83781;14/01/2000;0000;24;20.7;74;921.9;5;2;8;
83781;14/01/2000;1200;27.7;22;60;922.3;32;2.5;6;
83781;14/01/2000;1800;31.3;21.9;42;919.7;32;5.1;8;
83781;15/01/2000;0000;23.4;20.9;79;920.6;5;2;5;
83781;15/01/2000;1200;24.4;21;73;921.4;36;1.1;8;
83781;15/01/2000;1800;29.5;21.9;50;918.7;27;5.3;8;
83781;16/01/2000;0000;23.7;21.5;82;920.9;23;2.8;10;
83781;16/01/2000;1200;24.2;21.1;75;921.3;36;4.3;8;
83781;16/01/2000;1800;22;21.1;92;920.2;32;4;8;
83781;17/01/2000;0000;24;21.3;78;921;27;2.5;8;
83781;17/01/2000;1200;25.7;21;65;921.8;36;3.1;6;
83781;17/01/2000;1800;30.8;22.8;49;920.7;23;3.8;8;
83781;18/01/2000;0000;24.8;22.3;80;923.7;27;1.8;2;
83781;18/01/2000;1200;25.4;22.1;74;925.4;27;1.8;6;
83781;18/01/2000;1800;29.6;23.5;59;921.8;32;3.8;8;
83781;19/01/2000;0000;24.4;21.5;77;924.2;9;2.3;10;
83781;19/01/2000;1200;22.3;21.2;90;922.5;36;1.6;10;
83781;19/01/2000;1800;22.8;21.3;87;923.4;14;2;10;
83781;20/01/2000;0000;20.1;19.3;93;923.3;14;4.6;10;
83781;20/01/2000;1200;20.2;18;80;924.4;14;1.8;10;
83781;20/01/2000;1800;25.2;20.6;65;921;14;3;10;
83781;21/01/2000;0000;20.2;17.7;78;921.2;14;1;6;
83781;21/01/2000;1200;20.6;20;95;920.1;14;2;10;
83781;21/01/2000;1800;27;20.1;52;919.7;9;1;8;
83781;22/01/2000;0000;22;18.9;74;921.1;5;1;9;
83781;22/01/2000;1200;23.6;20;71;921.8;5;1;2;
83781;22/01/2000;1800;30;20.1;38;920.3;5;3.5;6;
83781;23/01/2000;0000;23.4;19.5;69;921.3;9;3.1;0;
83781;23/01/2000;1200;22.6;19.3;73;922.5;9;1;6;
83781;23/01/2000;1800;28.9;19.8;41;922;14;2.3;9;
83781;24/01/2000;0000;21.3;17.6;69;923.8;9;3;5;
83781;24/01/2000;1200;22;19.2;76;923;9;4.3;10;
83781;24/01/2000;1800;27.7;22.2;61;921.4;14;4;10;
83781;25/01/2000;0000;22.5;19.8;77;922.6;9;4.6;10;
83781;25/01/2000;1200;22.8;21.5;89;922.7;5;1.1;10;
83781;25/01/2000;1800;30.7;22.1;46;919;32;2.6;7;
83781;26/01/2000;0000;24.6;22.3;82;921.2;0;0;9;
83781;26/01/2000;1200;21.6;20.2;88;921.7;27;2;10;
83781;26/01/2000;1800;20.2;19.1;90;921;36;3;10;
83781;27/01/2000;0000;17.9;17.3;94;923.1;14;3.3;10;
83781;27/01/2000;1200;19;16.9;81;923.4;5;2.6;10;
83781;27/01/2000;1800;21.6;17.9;69;923.3;9;5.6;10;
83781;28/01/2000;0000;18.2;16.7;86;924.7;14;2;10;
83781;28/01/2000;1200;19.2;15.3;65;925.2;9;2;6;
83781;28/01/2000;1800;22.8;16.8;53;923.9;9;2;10;
83781;29/01/2000;0000;17.3;13.9;68;925.2;9;1;2;
83781;29/01/2000;1200;18.4;16.2;79;925.9;5;2;10;
83781;29/01/2000;1800;23.3;18.4;61;923.8;9;4.5;10;
83781;30/01/2000;0000;18.8;16.4;78;924.5;9;3.8;10;
83781;30/01/2000;1200;20.1;18;81;926.1;5;2;10;
83781;30/01/2000;1800;27.3;21.3;57;924.5;18;3.3;7;
83781;31/01/2000;0000;20.8;18.4;79;926.3;9;3;10;
83781;31/01/2000;1200;24;20.5;72;926.1;36;3.3;10;
83781;31/01/2000;1800;28.5;22;56;922.9;27;5.3;10;
83781;01/02/2000;0000;21.7;20.9;93;923.3;36;3.3;10;
83781;01/02/2000;1200;22.5;20.2;81;921.4;32;3;10;
83781;01/02/2000;1800;21.5;20.6;92;919.5;32;3;10;
83781;02/02/2000;0000;22.7;21.4;89;918.6;27;0.8;7;
83781;02/02/2000;1200;22.4;21.2;90;920.5;23;2.1;7;
83781;02/02/2000;1800;27.9;19.7;45;919.1;27;5.6;8;
83781;03/02/2000;0000;22.2;20.1;82;919.4;9;3;10;
83781;03/02/2000;1200;24;20.9;75;919.4;32;3.3;6;
83781;03/02/2000;1800;28.4;21.2;51;917.9;27;7.8;10;
83781;04/02/2000;0000;25;22.8;82;916.9;32;2.3;3;
83781;04/02/2000;1200;23.2;21.6;87;919.1;32;5;10;
83781;04/02/2000;1800;27.3;22.8;67;917.3;32;7.5;10;
83781;05/02/2000;0000;23;22.1;92;918;32;3.1;10;
83781;05/02/2000;1200;21.3;20.7;95;923.2;9;1.6;10;
83781;05/02/2000;1800;27.5;22.1;62;921.8;14;3;7;
83781;06/02/2000;0000;21.5;19.9;86;922.8;9;3.3;7;
83781;06/02/2000;1200;20.8;19;84;925.3;5;3.3;10;
83781;06/02/2000;1800;26.4;21.5;64;924.6;14;5;6;
83781;07/02/2000;0000;20.6;18.9;85;925.3;9;4;10;
83781;07/02/2000;1200;21.4;18.5;75;925.8;5;2.8;9;
83781;07/02/2000;1800;22.6;19.5;74;925.1;9;6;10;
83781;08/02/2000;0000;20;18.7;88;925.5;9;3.3;10;
83781;08/02/2000;1200;20.4;17.7;76;925.8;9;3.5;10;
83781;08/02/2000;1800;23.1;20.1;75;923.2;14;4.1;10;
83781;09/02/2000;0000;20.4;18.9;86;924.8;9;5;10;
83781;09/02/2000;1200;21.8;20;83;924;5;2;10;
83781;09/02/2000;1800;24.4;22;81;921.6;9;3.6;10;
83781;10/02/2000;0000;21.8;20.7;90;922.2;36;2.1;7;
83781;10/02/2000;1200;21.7;20.2;87;922.6;32;3.3;10;
83781;10/02/2000;1800;23.6;21.5;83;921;32;2.5;10;
83781;11/02/2000;0000;21.2;20.1;90;921.8;32;3.3;10;
83781;11/02/2000;1200;22.1;19.9;81;922.8;32;3.3;10;
83781;11/02/2000;1800;24.2;21.9;81;922;32;3.8;10;
83781;12/02/2000;0000;20.8;19.9;92;922.4;36;3;10;
83781;12/02/2000;1200;21;19.7;88;923;36;4.1;10;
83781;12/02/2000;1800;23.2;21.2;83;922.4;32;4.6;10;
83781;13/02/2000;0000;21.2;20.7;95;923;36;2;10;
83781;13/02/2000;1200;21;20.2;93;924.3;32;2.5;10;
83781;13/02/2000;1800;20.9;20.1;93;924.6;32;2.6;10;
83781;14/02/2000;0000;20.6;20.1;95;925;5;2.5;10;
83781;14/02/2000;1200;22.7;19.9;77;926.4;5;1.1;10;
83781;14/02/2000;1800;28.6;21;49;925.5;32;4.5;8;
83781;15/02/2000;0000;23;21.5;87;925.8;9;1.5;7;
83781;15/02/2000;1200;27;21.5;60;926.2;36;1.5;7;
83781;15/02/2000;1800;30.9;22.8;49;923.3;27;3.3;8;
83781;16/02/2000;0000;23.2;20.3;76;924.8;14;3.3;10;
83781;16/02/2000;1200;22.4;19.8;78;926.5;14;2.5;10;
83781;16/02/2000;1800;23.2;20.3;76;924.9;18;5.3;10;
83781;17/02/2000;0000;18.8;18.5;97;925.9;18;3.8;10;
83781;17/02/2000;1200;17.8;17.1;93;927.1;14;1.3;10;
83781;17/02/2000;1800;18;17.1;91;926.7;9;4.8;10;
83781;18/02/2000;0000;16.8;16.1;93;927.5;9;3.3;10;
83781;18/02/2000;1200;18.6;15.6;72;927.9;14;3.3;8;
83781;18/02/2000;1800;20.1;16.5;68;927.9;14;6.1;10;
83781;19/02/2000;0000;18;15.5;76;929.3;9;3.3;10;
83781;19/02/2000;1200;20.2;17;72;929.9;9;3.3;6;
83781;19/02/2000;1800;22.5;18.7;69;928.4;14;4.6;10;
83781;20/02/2000;0000;18.5;16.9;85;929.9;9;5.3;10;
83781;20/02/2000;1200;19.6;17.1;77;930.5;5;2.6;10;
83781;20/02/2000;1800;25.7;20.7;63;927.9;14;4.6;9;
83781;21/02/2000;0000;19.4;17.3;81;928;9;3.1;10;
83781;21/02/2000;1200;22.3;18.8;71;927.2;5;5;2;
83781;21/02/2000;1800;28.5;18.7;37;924.8;23;4.1;6;
83781;22/02/2000;0000;20.8;19.1;85;926;14;2.3;10;
83781;22/02/2000;1200;24.5;20.7;70;926.6;5;1.6;8;
83781;22/02/2000;1800;30.5;20.8;40;925;32;3.3;6;
83781;23/02/2000;0000;22;20.3;85;926.8;18;4.6;10;
83781;23/02/2000;1200;25.2;21.3;70;926.5;5;2.3;4;
83781;23/02/2000;1800;28.7;21.3;50;924.3;18;5.3;10;
83781;24/02/2000;0000;22;20.5;87;925.5;32;0.3;10;
83781;24/02/2000;1200;26.5;21.7;65;924.1;9;0.5;4;
83781;24/02/2000;1800;27;20.8;56;922.5;18;4.6;10;
83781;25/02/2000;0000;22.4;20.5;84;923.7;5;1.6;4;
83781;25/02/2000;1200;23.8;20.3;72;924.7;5;3.3;5;
83781;25/02/2000;1800;28.1;22.5;61;922.6;14;4;6;
83781;26/02/2000;0000;22.3;19.5;76;925.3;9;4.3;10;
83781;26/02/2000;1200;24.4;21.1;74;925.6;5;1.6;8;
83781;26/02/2000;1800;29.3;23.7;62;923.8;14;5.6;8;
83781;27/02/2000;0000;22.1;19.9;81;925.7;9;3.3;10;
83781;27/02/2000;1200;24.1;20.9;74;924.9;5;4;6;
83781;27/02/2000;1800;24.2;21.1;75;923.2;9;0.7;10;
83781;28/02/2000;0000;23;21.6;88;923.8;9;2;10;
83781;28/02/2000;1200;25.4;21.5;70;924.6;36;1.6;6;
83781;28/02/2000;1800;31.1;23.4;51;921.1;32;3.8;10;
83781;29/02/2000;0000;22;20.5;87;923.6;32;2;2;
83781;29/02/2000;1200;25.9;21.3;66;925.6;36;0.3;8;
83781;29/02/2000;1800;27.3;21.8;61;923.3;9;3.6;10;
83781;01/03/2000;0000;20.8;19.5;88;925.7;5;2;6;
83781;01/03/2000;1200;23.4;20.5;77;926.8;5;2.5;6;
83781;01/03/2000;1800;28.7;21.1;50;924.5;5;2;8;
83781;02/03/2000;0000;22.7;20.7;84;926.4;9;3;9;
83781;02/03/2000;1200;24;20.6;73;926.8;5;2.5;5;
83781;02/03/2000;1800;28.3;21.2;52;924.2;18;4.5;6;
83781;03/03/2000;0000;22.2;19.9;81;925.5;9;3.3;3;
83781;03/03/2000;1200;23.7;21.5;82;926.3;5;3.3;2;
83781;03/03/2000;1800;28.8;21;49;923.4;5;2;8;
83781;04/03/2000;0000;21.6;20.3;88;925.8;14;2;9;
83781;04/03/2000;1200;24.7;20.9;70;927.3;5;2.5;2;
83781;04/03/2000;1800;31.1;22;45;924.3;27;1.6;7;
83781;05/03/2000;0000;24.6;20.7;70;926.1;9;2.3;8;
83781;05/03/2000;1200;27.2;21.4;58;928;36;3.1;4;
83781;05/03/2000;1800;31.7;22.9;46;924.9;5;3;6;
83781;06/03/2000;0000;23.4;20.7;79;926.2;0;0;4;
83781;06/03/2000;1200;25.2;21.3;70;929.4;0;0;6;
83781;06/03/2000;1800;30.8;22.6;48;924.8;32;2.6;10;
83781;07/03/2000;0000;26.6;21.6;62;926.3;0;0;3;
83781;07/03/2000;1200;22.8;20.3;79;924.3;0;0;1;
83781;07/03/2000;1800;21;20;91;923.7;32;3;10;
83781;08/03/2000;0000;18.9;17.9;90;924.8;5;2;10;
83781;08/03/2000;1200;17.6;17.1;95;925.6;5;1.8;10;
83781;08/03/2000;1800;19.6;16.9;76;925;5;3.3;10;
83781;09/03/2000;0000;17.3;14.9;77;926.4;9;4;10;
83781;09/03/2000;1200;19.8;15.1;58;927.1;5;5;7;
83781;09/03/2000;1800;23;18.5;63;925.3;14;4.8;10;
83781;10/03/2000;0000;18.2;16.2;80;926.5;9;5;10;
83781;10/03/2000;1200;20.6;16.7;67;926.4;5;3.3;8;
83781;10/03/2000;1800;24.1;19.8;66;923.9;14;4.8;10;
83781;11/03/2000;0000;18.8;16.6;83;925.4;9;2;10;
83781;11/03/2000;1200;19.2;17.6;85;925.8;5;3.8;10;
83781;11/03/2000;1800;21.3;18.9;80;922.9;14;3.1;10;
83781;12/03/2000;0000;19.2;17.7;86;923.4;9;3.3;10;
83781;12/03/2000;1200;19.7;17.1;77;922.9;9;3.3;10;
83781;12/03/2000;1800;22.2;17.5;63;921.2;9;5.5;10;
83781;13/03/2000;0000;17.6;15.5;81;921.7;9;4.1;1;
83781;13/03/2000;1200;20.6;16.6;65;921;5;3.3;2;
83781;13/03/2000;1800;23.6;18.3;58;920;14;4.8;10;
83781;14/03/2000;0000;18.1;15.6;76;920.9;9;4.1;7;
83781;14/03/2000;1200;19.2;16.8;77;922.3;5;3.3;9;
83781;14/03/2000;1800;26.8;18.7;43;920.6;18;4.6;8;
83781;15/03/2000;0000;19.5;17.3;79;922.4;9;4.5;10;
83781;15/03/2000;1200;19.6;17.8;84;923.3;5;3.3;10;
83781;15/03/2000;1800;24.8;20.6;68;923.1;5;2.5;10;
83781;16/03/2000;0000;20.4;18.8;86;923.7;14;1.6;10;
83781;16/03/2000;1200;22.3;19.7;77;924.1;5;2.6;9;
83781;16/03/2000;1800;24.8;21.5;74;921.3;14;2;10;
83781;17/03/2000;0000;21.5;20.6;92;921.8;9;2.6;10;
83781;17/03/2000;1200;22.4;20.9;88;922;5;0.8;9;
83781;17/03/2000;1800;29;22.3;56;918.6;23;2;8;
83781;18/03/2000;0000;22.4;21.7;94;920.3;36;0.7;10;
83781;18/03/2000;1200;24;21.9;80;920.5;0;0;8;
83781;18/03/2000;1800;22.2;21.3;91;918.6;18;4.1;10;
83781;19/03/2000;0000;20;18.5;87;922.4;18;4.1;10;
83781;19/03/2000;1200;20.4;17.9;78;924;14;3.8;10;
83781;19/03/2000;1800;21;18.5;79;921.9;14;5;10;
83781;20/03/2000;0000;18.5;16.3;79;925.3;14;5.8;10;
83781;20/03/2000;1200;20.5;17.5;74;927;9;4;10;
83781;20/03/2000;1800;20.7;19;86;925.9;14;4.3;10;
83781;21/03/2000;0000;19.2;18.1;89;926.9;9;4;10;
83781;21/03/2000;1200;20.9;18.9;83;927.5;9;3.3;10;
83781;21/03/2000;1800;25.6;21.3;67;924.9;14;2.6;10;
83781;22/03/2000;0000;20;19.3;93;926.6;9;3.3;10;
83781;22/03/2000;1200;20.7;19.1;87;926.8;5;2.6;10;
83781;22/03/2000;1800;22.8;20.3;80;925.4;14;4.5;10;
83781;23/03/2000;0000;19.6;18.7;92;926.6;9;2;10;
83781;23/03/2000;1200;20.7;19.1;87;928.5;5;4.1;10;
83781;23/03/2000;1800;26;21.4;65;926.5;9;0.8;10;
83781;24/03/2000;0000;22.2;21.1;90;927.3;9;1.8;10;
83781;24/03/2000;1200;22.8;20.7;84;927.3;5;1.6;4;
83781;24/03/2000;1800;30.5;22.3;48;924.3;27;4.5;8;
83781;25/03/2000;0000;23;20.2;78;927.3;18;7.3;10;
83781;25/03/2000;1200;23.2;18.4;63;927.1;14;4.3;6;
83781;25/03/2000;1800;25.2;20.8;67;925.8;14;3.3;8;
83781;26/03/2000;0000;19.8;18.5;88;927.9;14;4.1;10;
83781;26/03/2000;1200;20.2;18.7;87;926.6;9;2.3;10;
83781;26/03/2000;1800;24.8;21.2;72;923.6;14;3.3;9;
83781;27/03/2000;0000;20.8;19.4;87;924.1;9;2.3;10;
83781;27/03/2000;1200;22.1;20.1;83;923.8;36;2.5;10;
83781;27/03/2000;1800;25.4;20.7;64;922.4;32;5.1;10;
83781;28/03/2000;0000;23.4;19.9;72;923.5;27;2.6;10;
83781;28/03/2000;1200;23.7;20.7;76;925.4;32;1.3;10;
83781;28/03/2000;1800;24.4;19.8;65;923.6;5;2.5;10;
83781;29/03/2000;0000;20.2;19.1;90;926;9;3.6;10;
83781;29/03/2000;1200;19.8;18.8;91;927.5;14;1.6;10;
83781;29/03/2000;1800;19.8;19;93;926.3;36;1.6;10;
83781;30/03/2000;0000;19;18.1;91;926.4;14;2.5;10;
83781;30/03/2000;1200;20.7;18.9;85;926.8;9;1.8;10;
83781;30/03/2000;1800;23.2;19.8;73;924.7;9;4.5;10;
83781;31/03/2000;0000;19.6;18.7;92;926.6;14;2.5;10;
83781;31/03/2000;1200;22.2;19.4;77;926.6;5;1.3;3;
83781;31/03/2000;1800;29;21.5;50;923.9;27;3;8;
83781;01/04/2000;0000;20.4;19.3;89;927.3;14;2;10;
83781;01/04/2000;1200;19.3;18.3;90;927.9;9;1.3;10;
83781;01/04/2000;1800;27.2;20.7;55;925.9;9;2;7;
83781;02/04/2000;0000;20.8;19.1;86;928.9;9;3.6;10;
83781;02/04/2000;1200;19.2;18.2;90;929.8;9;3.6;10;
83781;02/04/2000;1800;19.4;16.7;76;930.1;14;5;10;
83781;03/04/2000;0000;18.2;15.7;77;930.6;9;5.8;10;
83781;03/04/2000;1200;16.5;15.2;86;931.6;14;2.6;10;
83781;03/04/2000;1800;19.8;15.9;67;930.6;9;3.3;10;
83781;04/04/2000;0000;16.6;15.7;91;931.1;9;5.3;10;
83781;04/04/2000;1200;19.2;15.1;65;931.6;5;5.3;7;
83781;04/04/2000;1800;23.2;17.5;56;929.2;14;3.6;8;
83781;05/04/2000;0000;18;16;81;931.1;9;3.3;7;
83781;05/04/2000;1200;18.5;16.1;78;931.9;5;5;7;
83781;05/04/2000;1800;24.8;18.4;53;929.4;5;2.1;8;
83781;06/04/2000;0000;19.4;17.7;85;930.9;14;2.6;10;
83781;06/04/2000;1200;20.1;17;73;931.8;5;4;8;
83781;06/04/2000;1800;25.6;18.8;51;928.3;36;3.8;6;
83781;07/04/2000;0000;20.4;18.1;80;929.3;9;3.5;10;
83781;07/04/2000;1200;21.2;18.1;74;928.8;5;3.3;2;
83781;07/04/2000;1800;28.1;19.1;41;925.5;5;3.1;6;
83781;08/04/2000;0000;21.3;19.3;83;926.6;14;2.6;0;
83781;08/04/2000;1200;20.4;18.8;86;927.9;5;2.5;10;
83781;08/04/2000;1800;28.7;19.6;41;925.7;14;2.5;6;
83781;09/04/2000;0000;21.8;20.3;87;926.9;9;2;0;
83781;09/04/2000;1200;18.9;18.1;92;927.7;5;3;10;
83781;09/04/2000;1800;29.1;20.5;45;924.5;5;1.3;5;
83781;10/04/2000;0000;21.3;18.9;80;926.7;9;3;10;
83781;10/04/2000;1200;22.3;18.9;72;926.3;5;4.1;2;
83781;10/04/2000;1800;29.1;19.9;41;924.8;32;4.3;6;
83781;11/04/2000;0000;22;19.9;82;925.1;18;2;10;
83781;11/04/2000;1200;23.2;19.6;72;925.2;5;1.3;4;
83781;11/04/2000;1800;28.3;18;34;923.1;23;4.8;6;
83781;12/04/2000;0000;23;18.9;67;924.7;14;1.1;0;
83781;12/04/2000;1200;23.2;16.5;49;926;14;1.6;0;
83781;12/04/2000;1800;29;17.2;28;923.4;27;3.6;6;
83781;13/04/2000;0000;22.9;16.9;54;924.2;5;2.5;0;
83781;13/04/2000;1200;24.7;18.8;57;923.5;18;0.8;5;
83781;13/04/2000;1800;28.9;18.9;36;921.4;32;5;6;
83781;14/04/2000;0000;24.4;18.7;59;923.4;32;1.6;0;
83781;14/04/2000;1200;22.5;19.4;74;926.3;9;1.3;0;
83781;14/04/2000;1800;27.2;20.5;52;923.7;14;1.8;9;
83781;15/04/2000;0000;20;18.7;88;926.5;9;3;10;
83781;15/04/2000;1200;21.2;18.6;78;928.7;9;2.5;8;
83781;15/04/2000;1800;25.9;18.8;50;925.3;9;2.6;9;
83781;16/04/2000;0000;20.2;17.3;74;927.8;9;3.3;9;
83781;16/04/2000;1200;20.1;16.5;69;928.4;9;2.3;6;
83781;16/04/2000;1800;24.8;18.4;53;926.8;18;3.8;6;
83781;17/04/2000;0000;17.8;15.5;79;927;9;3.8;8;
83781;17/04/2000;1200;18.9;16.5;78;926.1;9;1.6;10;
83781;17/04/2000;1800;25.1;19.7;59;922.3;9;1.8;10;
83781;18/04/2000;0000;19.8;18.1;85;923.7;5;3.3;10;
83781;18/04/2000;1200;19.6;18.5;90;924.2;5;2;9;
83781;18/04/2000;1800;26.4;20.2;57;921.7;27;4.6;10;
83781;19/04/2000;0000;23.4;19.7;71;922.3;32;1.6;10;
83781;19/04/2000;1200;23;20.7;82;923;32;2;8;
83781;19/04/2000;1800;25.5;20.1;60;921.1;27;3.3;10;
83781;20/04/2000;0000;22;20.5;88;922.4;32;3;10;
83781;20/04/2000;1200;18.9;16.8;81;922.7;27;5;3;
83781;20/04/2000;1800;25.7;15.7;32;920.8;27;5.8;0;
83781;21/04/2000;0000;19.8;15;59;922.4;23;2.3;0;
83781;21/04/2000;1200;17.2;13.8;67;923.2;27;3.3;1;
83781;21/04/2000;1800;23.3;14.7;37;921.4;27;4.3;1;
83781;22/04/2000;0000;17;15;81;924.5;14;2.6;8;
83781;22/04/2000;1200;16.3;15;86;925.7;32;1.6;10;
83781;22/04/2000;1800;20.8;15.8;58;924.8;14;4.1;6;
83781;23/04/2000;0000;17.9;15.1;74;927.2;14;3.3;7;
83781;23/04/2000;1200;17.6;15.1;77;927.9;9;2.6;10;
83781;23/04/2000;1800;23.4;16.2;46;925.3;9;2;5;
83781;24/04/2000;0000;17.2;15.3;82;926.9;5;3;0;
83781;24/04/2000;1200;15.8;14.5;86;927.3;5;3.3;10;
83781;24/04/2000;1800;26.5;17.3;38;925.4;5;1.6;3;
83781;25/04/2000;0000;19;16.3;75;926.6;9;1.1;0;
83781;25/04/2000;1200;16.3;14.5;81;928.4;5;3.3;4;
83781;25/04/2000;1800;25.6;13.1;19;925.6;9;4.1;0;
83781;26/04/2000;0000;18;16.2;83;927.5;9;2;0;
83781;26/04/2000;1200;15.4;13.5;81;928.6;5;1.6;1;
83781;26/04/2000;1800;25.3;14.4;26;927.1;5;2.6;2;
83781;27/04/2000;0000;19;15.1;66;927.6;5;1.6;0;
83781;27/04/2000;1200;18.8;15.1;68;930;9;2.5;1;
83781;27/04/2000;1800;25.8;16.1;35;927.4;9;4.3;1;
83781;28/04/2000;0000;19.2;17.1;81;928.9;9;2;0;
83781;28/04/2000;1200;19.2;16;71;930.5;5;1.6;0;
83781;28/04/2000;1800;27.1;17.9;39;927;5;1.3;3;
83781;29/04/2000;0000;19.5;17.5;82;929.9;9;1.6;2;
83781;29/04/2000;1200;19.7;15.8;66;930;5;2.1;8;
83781;29/04/2000;1800;27.4;17.2;33;927.5;32;2;6;
83781;30/04/2000;0000;19.4;17.7;85;928.9;14;2.1;0;
83781;30/04/2000;1200;20.5;17;70;929.5;5;1.6;0;
83781;30/04/2000;1800;28.5;17.9;34;927;32;3.1;6;
83781;01/05/2000;0000;21.4;18.3;74;928.7;5;2.6;4;
83781;01/05/2000;1200;20;17.9;81;928.5;5;3;8;
83781;01/05/2000;1800;28.1;19.9;45;925.1;32;3.3;8;
83781;02/05/2000;0000;23.8;19.5;66;926.8;0;0;4;
83781;02/05/2000;1200;25;19.3;58;927.2;5;1.5;1;
83781;02/05/2000;1800;28.8;20.2;44;924.7;32;3.5;5;
83781;03/05/2000;0000;21.8;18.9;76;927.2;36;2.3;4;
83781;03/05/2000;1200;23.1;19.2;69;928.4;5;1.3;0;
83781;03/05/2000;1800;26;21.6;67;926.1;14;5.8;8;
83781;04/05/2000;0000;21.4;19.4;83;927.6;9;2.6;10;
83781;04/05/2000;1200;22.2;18.8;70;928.5;5;0.8;1;
83781;04/05/2000;1800;28.9;20.4;44;925.4;32;3.3;8;
83781;05/05/2000;0000;22.8;19.1;70;926.1;5;2;2;
83781;05/05/2000;1200;24;18.7;59;927.3;0;0;5;
83781;05/05/2000;1800;28.6;19.8;43;923.3;32;3.6;2;
83781;06/05/2000;0000;24;18;55;923.9;32;2.5;4;
83781;06/05/2000;1200;24;18.1;55;923.5;32;2.5;1;
83781;06/05/2000;1800;20.2;18.9;88;922.4;32;6;10;
83781;07/05/2000;0000;20.4;18.4;83;923.4;27;3.3;10;
83781;07/05/2000;1200;16.6;14.3;78;926.6;14;2.6;10;
83781;07/05/2000;1800;21.8;15.9;52;924.9;32;1.3;8;
83781;08/05/2000;0000;17;14.8;79;927.3;9;1.6;10;
83781;08/05/2000;1200;17.2;15.2;81;927.8;5;5;8;
83781;08/05/2000;1800;21.4;17.5;67;925.3;18;2.5;10;
83781;09/05/2000;0000;18;16.5;83;926.2;14;1.1;10;
83781;09/05/2000;1200;18.4;15.1;70;928.1;18;3.3;9;
83781;09/05/2000;1800;18.2;15.3;73;927.2;14;3.3;10;
83781;10/05/2000;0000;15.7;13.5;78;928.8;14;3.3;10;
83781;10/05/2000;1200;15.8;13.3;75;930.2;5;1.6;3;
