--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
83781;13/06/2014;1200;18;16.3;84;930.7;14;1.3;7;
83781;13/06/2014;1800;27.1;18.7;43;928.8;32;2.6;6;
83781;14/06/2014;0000;21.2;17.8;71;930.5;5;2.3;1;
83781;14/06/2014;1200;16.4;15.7;93;932.6;5;2.8;10;
83781;14/06/2014;1800;26.2;18.5;45;930.1;32;1;7;
83781;15/06/2014;0000;21.2;18.7;79;930.5;5;1.6;9;
83781;15/06/2014;1200;19;17.1;83;933.3;14;2.3;10;
83781;15/06/2014;1800;20.6;17.6;74;931.1;14;1.8;10;
83781;16/06/2014;0000;18.6;17.1;87;931.9;14;1.6;10;
83781;16/06/2014;1200;19.3;16.8;78;932.7;18;5;10;
83781;16/06/2014;1800;25.9;18.7;49;929.7;32;1.6;6;
83781;17/06/2014;0000;21.2;18.7;79;930.9;0;0;0;
83781;17/06/2014;1200;19.6;17.3;79;932.3;5;1;0;
83781;17/06/2014;1800;25.9;18.3;46;928.9;9;0.8;7;
83781;18/06/2014;0000;18.8;17.1;85;931.4;14;2;10;
83781;18/06/2014;1200;17;15.8;89;932;18;1.6;8;
83781;18/06/2014;1800;19.6;17.6;82;930.3;18;4.6;10;
83781;19/06/2014;0000;16;15.2;86;932.7;14;1.6;10;
83781;19/06/2014;1200;14.8;12.9;80;934.9;18;4.1;10;
83781;19/06/2014;1800;15;12.7;76;933.1;14;3;10;
83781;20/06/2014;0000;13.2;12.2;89;933.9;14;4.1;10;
83781;20/06/2014;1200;14.2;12.7;84;932.2;14;2.8;10;
83781;20/06/2014;1800;15.8;14.1;83;930.4;14;3;10;
83781;21/06/2014;0000;14.6;13.3;87;931.6;14;2.8;10;
83781;21/06/2014;1200;15.8;14.3;85;932.4;9;2.6;10;
83781;21/06/2014;1800;17.8;15.5;79;930.1;14;2.8;10;
83781;22/06/2014;0000;16.1;14.6;85;931.8;9;3.3;10;
83781;22/06/2014;1200;16.3;14.6;83;932.7;9;4.6;10;
83781;22/06/2014;1800;21.9;17.2;63;929.7;14;1.3;4;
83781;23/06/2014;0000;17;16;90;931.6;14;1.6;10;
83781;23/06/2014;1200;15.2;14.1;89;932.5;14;1.8;10;
83781;23/06/2014;1800;24.7;17.5;46;929.7;32;2.1;5;
83781;24/06/2014;0000;18.3;16.1;80;931.2;32;0.7;0;
83781;24/06/2014;1200;17.2;14.9;78;927.6;14;0.5;0;
83781;24/06/2014;1800;25.6;17.7;44;928.5;23;1.6;7;
83781;25/06/2014;0000;19.7;16;68;928.5;36;1.1;0;
83781;25/06/2014;1200;19;15.6;69;928.9;36;1;8;
83781;25/06/2014;1800;25.6;15.8;34;925.8;27;3;8;
83781;26/06/2014;0000;20;15.5;62;926.7;0;0;0;
83781;26/06/2014;1200;17.9;15.3;76;928.1;9;1.6;9;
83781;26/06/2014;1800;25.6;17.4;42;925.6;32;4.1;7;
83781;27/06/2014;0000;20.2;16.3;67;928.5;5;0.7;0;
83781;27/06/2014;1200;18;15.7;79;928.7;9;1;10;
83781;27/06/2014;1800;27.1;18.2;40;927;32;2.6;7;
83781;28/06/2014;0000;21;17.5;70;928;23;0.5;0;
83781;28/06/2014;1200;19.5;16.5;73;929.6;5;1.6;7;
83781;28/06/2014;1800;27;18.7;44;926.8;32;2;10;
83781;29/06/2014;0000;22;17.5;63;928.3;5;1.3;5;
83781;29/06/2014;1200;19.3;16.3;73;927.5;32;2.1;10;
83781;29/06/2014;1800;21.8;17.7;66;925.6;27;2;10;
83781;30/06/2014;0000;18.5;15.8;75;926.7;32;3.1;10;
83781;30/06/2014;1200;15.1;11.7;66;927.6;27;2.3;1;
83781;30/06/2014;1800;22;14.1;40;924.9;32;4.6;0;
83781;01/07/2014;0000;16.8;12;55;926.3;32;2.5;0;
83781;01/07/2014;1200;15.2;10.3;52;927.4;32;2.5;4;
83781;01/07/2014;1800;22.4;11.7;23;926;27;3;3;
83781;02/07/2014;0000;16.7;11.3;49;927.8;0;0;0;
83781;02/07/2014;1200;16.1;11.8;58;929;0;0;3;
83781;02/07/2014;1800;26.3;17.3;39;926.9;27;3.3;4;
83781;03/07/2014;0000;19.8;16.3;69;928.4;27;0.8;3;
83781;03/07/2014;1200;18.9;15.9;73;926.4;9;0.8;7;
83781;03/07/2014;1800;28.6;17.3;31;928.8;32;1.6;7;
83781;04/07/2014;0000;22.7;16.8;55;930.4;0;0;1;
83781;04/07/2014;1200;20.5;16.9;69;932;9;1.6;9;
83781;04/07/2014;1800;28.8;18.6;36;929.5;5;0.8;8;
83781;05/07/2014;0000;21.7;16.4;57;930.6;0;0;0;
83781;05/07/2014;1200;20;15.8;64;930.9;0;0;9;
83781;05/07/2014;1800;26.1;17.3;40;928.6;9;3;8;
83781;06/07/2014;0000;20.9;15.9;59;929.9;5;3.3;0;
83781;06/07/2014;1200;21.3;15;50;931.1;9;3.3;3;
83781;06/07/2014;1800;25.6;16;35;928.8;32;3.3;8;
83781;07/07/2014;0000;20.3;15.3;55;930.8;5;2.8;2;
83781;07/07/2014;1200;17.6;14.3;69;931.8;5;0.8;10;
83781;07/07/2014;1800;22.2;16.9;58;931;0;0;10;
83781;08/07/2014;0000;18.1;16.5;85;933.2;14;2.6;10;
83781;08/07/2014;1200;16.6;16;94;935.3;14;1.5;10;
83781;08/07/2014;1800;18.4;16;75;932.1;14;1;10;
83781;09/07/2014;0000;16.2;14.7;85;932.9;14;1.8;10;
83781;09/07/2014;1200;17;14.8;79;932.7;14;3.3;10;
83781;09/07/2014;1800;19;16.3;75;929.5;14;3.3;10;
83781;10/07/2014;0000;16.6;15.6;90;930.9;18;3.3;10;
83781;10/07/2014;1200;16.1;15.4;93;930.4;14;1.6;10;
83781;10/07/2014;1800;16.4;15.2;87;928.8;14;4.1;10;
83781;11/07/2014;0000;14.9;14;91;930.8;14;3;10;
83781;11/07/2014;1200;15.2;13.9;87;932.2;14;2;10;
83781;11/07/2014;1800;17;14.6;77;930.8;14;3.1;10;
83781;12/07/2014;0000;15;13.3;83;931.9;14;3.6;10;
83781;12/07/2014;1200;15;14.1;90;934.1;5;1.6;10;
83781;12/07/2014;1800;19.2;15.7;70;932.1;14;3.3;7;
83781;13/07/2014;0000;15.6;15.2;95;934.6;14;2.8;10;
83781;13/07/2014;1200;15.8;13.7;79;936.2;5;2.6;5;
83781;13/07/2014;1800;21.2;15.1;51;932.8;14;4.1;2;
83781;14/07/2014;0000;15.6;14.5;88;934.7;14;2.6;10;
83781;14/07/2014;1200;14;12.8;88;934.6;5;4.1;10;
83781;14/07/2014;1800;20.6;14.9;53;931.4;14;1.6;1;
83781;15/07/2014;0000;15.4;13.5;81;933;14;2;0;
83781;15/07/2014;1200;14;12.7;82;934.4;5;4.5;10;
83781;15/07/2014;1800;21.4;14.7;47;931.3;5;2.5;3;
83781;16/07/2014;0000;16;14.7;86;932.3;14;1.8;0;
83781;16/07/2014;1200;16.2;14;78;933.2;5;1.6;7;
83781;16/07/2014;1800;23.2;16.7;51;929.6;23;1.8;8;
83781;17/07/2014;0000;18;15.1;73;932.4;36;1.6;0;
83781;17/07/2014;1200;16.7;14.4;78;932.9;5;2;9;
83781;17/07/2014;1800;26.7;17.9;40;928.8;32;1.5;8;
83781;18/07/2014;0000;20.9;16.3;62;929.5;0;0;9;
83781;18/07/2014;1200;17.6;14.1;68;930.5;32;2.1;10;
83781;18/07/2014;1800;20.8;15.3;54;928.2;32;5;9;
83781;19/07/2014;0000;18;15.5;77;929.5;23;2.8;9;
83781;19/07/2014;1200;13.2;10.9;75;933;23;3;10;
83781;19/07/2014;1800;19.4;12.3;39;929.8;14;1.6;0;
83781;20/07/2014;0000;13;11.5;84;932.3;23;1.6;10;
83781;20/07/2014;1200;14.9;11.3;64;932.8;5;2.5;0;
83781;20/07/2014;1800;19.4;13.1;47;930.6;14;2.8;0;
83781;21/07/2014;0000;12.8;10.3;73;932.1;14;2.6;0;
83781;21/07/2014;1200;12.3;10.9;85;933.2;14;5;10;
83781;21/07/2014;1800;20;14.9;57;930.3;14;1.3;0;
83781;22/07/2014;0000;14.2;12.9;87;931.5;14;1.3;4;
83781;22/07/2014;1200;13.4;12.6;92;932.8;32;2.1;10;
83781;22/07/2014;1800;24.2;17.9;53;929.1;14;1.6;2;
83781;23/07/2014;0000;19.6;16.3;70;929.3;14;1.5;6;
83781;23/07/2014;1200;16.4;13.3;69;930;5;3;0;
83781;23/07/2014;1800;26.8;16.7;33;925.9;32;3.3;0;
83781;24/07/2014;0000;20.3;14.1;49;925.7;23;3;6;
83781;24/07/2014;1200;19.8;14.1;52;925;36;4.1;10;
83781;24/07/2014;1800;19.6;15.9;68;924.4;32;3.3;10;
83781;25/07/2014;0000;17.5;15.5;81;924.6;32;5.6;10;
83781;25/07/2014;1200;14.6;12.9;82;927.8;32;3;10;
83781;25/07/2014;1800;16.8;13.5;68;926.8;32;1.6;10;
83781;26/07/2014;0000;13.8;12.7;88;929.6;9;2.1;10;
83781;26/07/2014;1200;13.6;12.5;88;930.5;14;2;10;
83781;26/07/2014;1800;15.2;14.3;90;928.7;23;0.8;10;
83781;27/07/2014;0000;14;13.2;92;931.3;14;1.3;10;
83781;27/07/2014;1200;13.2;12.7;94;933.5;18;1.6;10;
83781;27/07/2014;1800;14.4;13.9;95;933.3;14;3.3;10;
83781;28/07/2014;0000;14.4;13.5;91;934.7;14;1.5;10;
83781;28/07/2014;1200;14.2;13.1;89;937.4;14;3;10;
83781;28/07/2014;1800;16.5;14.5;80;935.5;14;2.8;10;
83781;29/07/2014;0000;14.8;13.5;87;936.8;14;4.1;10;
83781;29/07/2014;1200;15.4;13.1;76;937.5;9;4.3;10;
83781;29/07/2014;1800;18.7;15.1;68;934.7;14;4.6;10;
83781;30/07/2014;0000;15.2;13.9;86;935.7;5;4;0;
83781;30/07/2014;1200;13.4;12.1;86;935.5;14;3.5;10;
83781;30/07/2014;1800;22.8;15.8;46;931.6;14;3;1;
83781;31/07/2014;0000;16.2;14.7;85;932;23;1.3;0;
83781;31/07/2014;1200;13.3;12.5;92;933.3;0;0;10;
83781;31/07/2014;1800;22.4;15.9;49;929.5;5;1.3;0;
83781;01/08/2014;0000;17.9;15.5;78;929.4;14;0.7;0;
83781;01/08/2014;1200;17.1;14.2;71;930.3;18;0.8;0;
83781;01/08/2014;1800;26.2;16.3;34;927.7;32;4.6;0;
83781;02/08/2014;0000;21.7;15.5;51;928.1;14;1.3;6;
83781;02/08/2014;1200;17.4;15.3;82;928.7;0;0;0;
83781;02/08/2014;1800;26.5;16.7;33;926.7;23;4.6;8;
83781;03/08/2014;0000;21.5;16.5;59;928.1;9;0.7;0;
83781;03/08/2014;1200;20;15.6;63;927.4;23;1.3;3;
83781;03/08/2014;1800;29.7;16.5;23;924.8;32;2.6;0;
83781;04/08/2014;0000;22.3;15.3;45;925.8;32;2.1;0;
83781;04/08/2014;1200;21.7;15.3;49;927.8;18;1.6;0;
83781;04/08/2014;1800;28.9;16.3;24;926.4;23;4.6;0;
83781;05/08/2014;0000;24.2;16.3;42;928.5;23;2;0;
83781;05/08/2014;1200;13.9;11.3;73;936;14;4;10;
83781;05/08/2014;1800;17;11.3;47;933;14;4.5;1;
83781;06/08/2014;0000;11.2;8.8;73;935.1;14;4.5;0;
83781;06/08/2014;1200;12.9;10;69;933.9;14;5.8;0;
83781;06/08/2014;1800;23;13.3;30;931.9;14;3.5;0;
83781;07/08/2014;0000;15.8;12.9;71;932.6;14;1.3;0;
83781;07/08/2014;1200;15;10.3;62;933.7;14;1;0;
83781;07/08/2014;1800;26.6;14.7;24;930.6;23;3.6;0;
83781;08/08/2014;0000;20.6;14.2;48;931.3;0;0;0;
83781;08/08/2014;1200;16.6;15.5;89;933.8;18;1.3;10;
83781;08/08/2014;1800;17.8;15.9;82;932.3;14;3.3;10;
83781;09/08/2014;0000;15.8;14.9;90;933.4;14;2.1;10;
83781;09/08/2014;1200;16.9;15.2;84;932.7;18;4.1;10;
83781;09/08/2014;1800;18.9;16.4;77;929.4;18;3.3;10;
83781;10/08/2014;0000;16.5;14.9;84;931;9;3.3;10;
83781;10/08/2014;1200;17.4;15.3;80;930.7;9;2.6;8;
83781;10/08/2014;1800;25;17;43;927;9;3.3;8;
83781;11/08/2014;0000;20.5;15.5;58;928.2;14;2.3;5;
83781;11/08/2014;1200;19.3;14.6;60;929.7;14;1.6;0;
83781;11/08/2014;1800;27.4;15.4;23;927;32;2.1;0;
83781;12/08/2014;0000;21.1;13.6;39;927;9;1;0;
83781;12/08/2014;1200;20.3;15.2;58;928.5;9;1.6;5;
83781;12/08/2014;1800;29.3;16.8;25;926.4;32;1.6;7;
83781;13/08/2014;0000;23.3;16.6;50;925.7;5;1.6;6;
83781;13/08/2014;1200;18.8;16.6;80;929.3;14;2.5;10;
83781;13/08/2014;1800;12.4;11.5;90;931.9;14;2.6;10;
83781;14/08/2014;0000;11.2;10.5;93;934.5;14;2;10;
83781;14/08/2014;1200;10.4;10.3;99;936.3;14;3.3;10;
83781;14/08/2014;1800;12;11.1;90;933.1;14;4.3;10;
83781;15/08/2014;0000;12.4;11.1;86;935.3;14;4;10;
83781;15/08/2014;1200;13.7;12;82;935.2;9;2.5;10;
83781;15/08/2014;1800;19.6;15.7;67;934.3;15;1.6;9;
83781;16/08/2014;0000;16;14.5;85;935.7;5;4.3;10;
83781;16/08/2014;1200;15;13.9;89;934.1;14;4.1;10;
83781;16/08/2014;1800;20.8;17.3;70;932.7;14;2.6;10;
83781;17/08/2014;0000;16;15.6;96;935.2;9;2;10;
83781;17/08/2014;1200;16.5;15.7;92;933.2;5;1.6;10;
83781;17/08/2014;1800;23.3;17.9;58;930;23;2.1;10;
83781;18/08/2014;0000;18;17.3;93;931.7;14;2.8;10;
83781;18/08/2014;1200;16.9;15.7;88;931.3;0;0;10;
83781;18/08/2014;1800;22.9;18.3;70;928.8;14;1.6;7;
83781;19/08/2014;0000;17;15;81;930.1;14;2.3;10;
83781;19/08/2014;1200;16.5;14.2;77;931.9;14;2.5;8;
83781;19/08/2014;1800;21;16.1;60;929.9;14;1.8;3;
83781;20/08/2014;0000;16.2;14.5;83;931.2;14;3;10;
83781;20/08/2014;1200;16.5;14;75;932.8;9;2.8;8;
83781;20/08/2014;1800;23.4;16.2;46;930.1;14;2.8;0;
83781;21/08/2014;0000;16.5;14.6;81;932;14;2.1;10;
83781;21/08/2014;1200;16.8;14.6;79;932.2;9;2.5;6;
83781;21/08/2014;1800;28.1;17.6;32;927.8;32;1;0;
83781;22/08/2014;0000;21.2;15.5;54;929.8;18;1;0;
83781;22/08/2014;1200;20.6;15;54;931.8;0;0;0;
83781;22/08/2014;1800;28.3;17.3;31;927.3;14;2.6;0;
83781;23/08/2014;0000;21.7;15;47;928.1;14;2;0;
83781;23/08/2014;1200;20;15.1;59;928.9;14;0.7;0;
83781;23/08/2014;1800;28.3;17.5;33;926.1;14;0.7;0;
83781;24/08/2014;0000;21.6;14.5;44;928;9;2.1;0;
83781;24/08/2014;1200;20.3;14.1;49;927;18;0.5;0;
83781;24/08/2014;1800;30.3;16.7;22;924.3;32;1.8;0;
83781;25/08/2014;0000;22.8;15.1;43;925.3;5;1.5;0;
83781;25/08/2014;1200;23.6;15;38;927.2;14;0.8;0;
83781;25/08/2014;1800;30.7;17.1;22;922.7;23;2.1;0;
83781;26/08/2014;0000;24.2;15.9;39;925.1;5;1.1;8;
83781;26/08/2014;1200;21.2;16.9;64;926.5;9;2.5;8;
83781;26/08/2014;1800;22.4;18.5;68;924;5;1;7;
83781;27/08/2014;0000;21.8;19.1;78;924.5;32;1.5;10;
83781;27/08/2014;1200;17.1;13.9;69;928.2;18;1.6;8;
83781;27/08/2014;1800;22.9;16.7;53;925.4;14;2.5;8;
83781;28/08/2014;0000;14;12.1;80;927;14;1.6;0;
83781;28/08/2014;1200;13.1;11.3;81;928.7;14;4.1;10;
83781;28/08/2014;1800;15.6;13.5;79;928.1;23;4.3;10;
83781;29/08/2014;0000;12.8;11.6;87;928.6;14;2.1;10;
83781;29/08/2014;1200;14.5;12.6;80;931.2;9;2.3;10;
83781;29/08/2014;1800;17.6;14.5;71;928.5;14;1.6;8;
83781;30/08/2014;0000;14;12.3;82;930.9;14;3;10;
83781;30/08/2014;1200;15.8;13.5;77;930.7;14;3.3;10;
83781;30/08/2014;1800;23.9;18;56;927.8;14;3.6;6;
83781;31/08/2014;0000;15.9;14.4;85;929.3;5;2.1;10;
83781;31/08/2014;1200;17.5;15.3;79;926.1;5;2.1;8;
83781;31/08/2014;1800;17.8;16.1;84;926.4;23;4.5;10;
83781;01/09/2014;0000;16.8;15.7;89;927.2;14;1.6;10;
83781;01/09/2014;1200;18.7;16;74;924.5;32;2.3;10;
83781;01/09/2014;1800;25.9;18.3;46;923;23;4;3;
83781;02/09/2014;0000;21.1;18.1;74;924.5;0;0;0;
83781;02/09/2014;1200;22;17.3;62;927.1;14;3;0;
83781;02/09/2014;1800;28.7;20.5;46;922.4;32;0.8;8;
83781;03/09/2014;0000;22;18.4;70;921.9;14;1.6;10;
83781;03/09/2014;1200;21;16.6;63;924.7;0;0;8;
83781;03/09/2014;1800;22.8;19.1;70;924.3;18;4.3;10;
83781;04/09/2014;0000;17.4;14.7;74;928.8;19;4.1;10;
83781;04/09/2014;1200;16;13.5;75;932.5;14;5.8;8;
83781;04/09/2014;1800;17.1;14.2;72;931.1;14;5;10;
83781;05/09/2014;0000;14.2;12.7;84;932.9;14;5.8;10;
83781;05/09/2014;1200;15.8;12.5;67;933.9;14;4.1;10;
83781;05/09/2014;1800;21.1;16.2;60;929.5;14;3.3;4;
83781;06/09/2014;0000;14.3;12.4;80;931.9;9;4.1;1;
83781;06/09/2014;1200;15.4;12.7;75;930.7;5;3.6;0;
83781;06/09/2014;1800;26.9;16.5;31;927.7;32;1.8;3;
83781;07/09/2014;0000;18.6;16.1;77;928.6;14;0.7;0;
83781;07/09/2014;1200;19;15.4;68;931;9;1.6;2;
83781;07/09/2014;1800;28.3;17.9;34;927;14;2.5;2;
83781;08/09/2014;0000;21.2;16.4;61;930.8;14;2.6;10;
83781;08/09/2014;1200;21;15.8;57;931.8;9;2;8;
83781;08/09/2014;1800;27.2;18;39;928.7;9;2.5;1;
83781;09/09/2014;0000;20.4;18;79;929.8;14;3;0;
83781;09/09/2014;1200;21.8;17;61;930.6;14;1.6;0;
83781;09/09/2014;1800;30.9;16.5;21;925.2;32;2.8;0;
83781;10/09/2014;0000;24.6;15.1;34;926.9;5;2.5;0;
83781;10/09/2014;1200;24.8;16.1;38;927.5;23;2.6;0;
83781;10/09/2014;1800;30.9;16.6;19;924.4;32;4.5;0;
83781;11/09/2014;0000;26.1;16.3;35;925.2;32;2.1;0;
83781;11/09/2014;1200;24.6;17.1;46;928.3;5;0.8;0;
83781;11/09/2014;1800;31.1;21.3;41;925.8;14;5;7;
83781;12/09/2014;0000;18.1;16.5;85;928.7;14;2.6;6;
83781;12/09/2014;1200;20.8;16.7;65;929.4;14;2.5;0;
83781;12/09/2014;1800;25.5;19.3;55;926.9;14;6.3;0;
83781;13/09/2014;0000;17.1;15.1;81;929.8;14;5.3;8;
83781;13/09/2014;1200;18.8;15.4;69;930.6;9;3.3;2;
83781;13/09/2014;1800;28.6;15.5;21;927.4;14;2.3;0;
83781;14/09/2014;0000;18.9;17;83;928.9;14;2.6;0;
83781;14/09/2014;1200;21.6;16.5;59;928.9;5;1.6;0;
83781;14/09/2014;1800;31.7;18.8;26;925.3;32;1.8;0;
83781;15/09/2014;0000;22.6;17.3;58;926.9;14;1.1;0;
83781;15/09/2014;1200;24;16.8;47;925.6;9;2;2;
83781;15/09/2014;1800;30.6;18.4;28;922.9;27;5;10;
83781;16/09/2014;0000;23.6;17.7;55;924.8;32;2.3;10;
83781;16/09/2014;1200;20.9;17.1;68;926.5;18;2.6;10;
83781;16/09/2014;1800;23.2;17.1;54;926;14;4.1;5;
83781;17/09/2014;0000;16.7;14.7;81;927.5;14;4.3;10;
83781;17/09/2014;1200;16.6;14.5;80;930;14;3.3;10;
83781;17/09/2014;1800;20.6;16.5;65;927.5;14;4.1;10;
83781;18/09/2014;0000;16.6;14.9;84;929.7;14;4.1;10;
83781;18/09/2014;1200;18.9;16.7;80;928.5;14;3.3;10;
83781;18/09/2014;1800;26.2;19.8;55;924.6;18;1.3;9;
83781;19/09/2014;0000;18.7;17.3;86;926.5;14;2.8;10;
83781;19/09/2014;1200;18.9;17.9;87;925.4;9;3;10;
83781;19/09/2014;1800;20.4;18.6;85;924.7;14;2.3;10;
83781;20/09/2014;0000;19.4;18.3;89;924.4;36;1.6;10;
83781;20/09/2014;1200;21.8;18.4;72;924.4;32;3.3;10;
83781;20/09/2014;1800;19.7;17.5;80;924.2;27;2.3;10;
83781;21/09/2014;0000;19.1;17.4;84;923.8;32;4.1;8;
83781;21/09/2014;1200;17.6;15.9;84;926.2;23;2.6;10;
83781;21/09/2014;1800;19.8;16.7;73;925;14;3;6;
83781;22/09/2014;0000;16.4;15.7;93;928.1;14;2.6;10;
83781;22/09/2014;1200;17.7;12.7;55;931.6;18;4;8;
83781;22/09/2014;1800;19.4;14.9;61;929.3;14;5;7;
83781;23/09/2014;0000;15.2;13.2;80;930.2;5;4.3;7;
83781;23/09/2014;1200;17.5;14;68;928.8;5;4.1;0;
83781;23/09/2014;1800;28.4;18.1;34;925.8;14;1.3;0;
83781;24/09/2014;0000;19.3;16.7;77;927.5;18;2.5;0;
83781;24/09/2014;1200;22.1;16.1;52;925.9;5;2.5;8;
83781;24/09/2014;1800;24.7;19.7;62;925.2;14;6.1;10;
83781;25/09/2014;0000;18.2;16.2;81;928.6;14;2.1;10;
83781;25/09/2014;1200;20.5;17.5;74;926.6;32;3.3;10;
83781;25/09/2014;1800;25.4;19.7;59;927.1;32;1.5;9;
83781;26/09/2014;0000;20.8;18.7;83;925.3;9;1.6;8;
83781;26/09/2014;1200;22.3;18.8;71;923.8;32;1.6;10;
83781;26/09/2014;1800;18.8;17.3;86;925.2;23;6.6;10;
83781;27/09/2014;0000;18.8;17.9;91;925.1;32;1.6;10;
83781;27/09/2014;1200;19.1;18;89;928.4;14;1.1;10;
83781;27/09/2014;1800;19.6;18.5;90;928.2;23;1.6;10;
83781;28/09/2014;0000;18.6;17.5;89;929.3;14;3;10;
83781;28/09/2014;1200;20;17.9;81;929.3;14;3.3;10;
83781;28/09/2014;1800;24.8;20.5;67;926.7;14;3.1;8;
83781;29/09/2014;0000;19.6;18.5;90;928.3;14;2.5;10;
83781;29/09/2014;1200;23.4;20.5;77;925.4;5;0.3;10;
83781;29/09/2014;1800;21.6;20.5;90;927.8;14;2.8;10;
83781;30/09/2014;0000;22.2;19.3;76;926;23;1;7;
83781;30/09/2014;1200;24.7;19.3;59;926.6;23;4.6;9;
83781;30/09/2014;1800;28.9;21;48;925.3;32;1;10;
83781;01/10/2014;0000;25;20.2;64;925;14;2.1;1;
83781;01/10/2014;1200;21.7;18.5;73;927.7;27;3.3;10;
83781;01/10/2014;1800;28.9;20.4;46;925.1;32;3.3;9;
83781;02/10/2014;0000;19.5;16.7;75;929.2;14;3;10;
83781;02/10/2014;1200;16.6;15.3;87;933.1;9;3.3;10;
83781;02/10/2014;1800;17.8;15.1;75;932.7;14;4;10;
83781;03/10/2014;0000;15;12.5;74;935.1;14;4.1;10;
83781;03/10/2014;1200;14.5;12.5;79;937.4;14;6;10;
83781;03/10/2014;1800;18.4;13.3;54;934.5;14;5;10;
83781;04/10/2014;0000;14;11.7;75;935.5;14;4.5;10;
83781;04/10/2014;1200;14.2;11.8;75;935.5;14;5.8;10;
83781;04/10/2014;1800;18.7;12.7;47;932.3;14;4.1;4;
83781;05/10/2014;0000;13.2;9.8;64;934.2;14;6.6;0;
83781;05/10/2014;1200;16.6;11.6;53;934.4;14;5;8;
83781;05/10/2014;1800;20;14.7;56;931.3;14;3.3;7;
83781;06/10/2014;0000;13.7;11.7;78;932.6;14;3.6;7;
83781;06/10/2014;1200;15.9;12.2;64;932.6;9;4;5;
83781;06/10/2014;1800;24.9;15.7;36;928.9;5;1.1;6;
83781;07/10/2014;0000;16;13.4;74;930.4;14;1.6;0;
83781;07/10/2014;1200;18.3;14.6;67;930.3;5;3.3;8;
83781;07/10/2014;1800;25.5;15.4;31;927.1;32;1.8;9;
83781;08/10/2014;0000;19;17;82;928.3;23;1.6;8;
83781;08/10/2014;1200;21.5;15.5;51;927.1;0;0;0;
83781;08/10/2014;1800;27.5;16.8;32;925;14;3;8;
83781;09/10/2014;0000;20.7;15.7;59;926.7;14;2;7;
83781;09/10/2014;1200;22.7;15.8;47;926.1;9;1.6;0;
83781;09/10/2014;1800;31.5;17.2;20;923.3;23;2.5;0;
83781;10/10/2014;0000;23;17;54;925.8;14;2.1;0;
83781;10/10/2014;1200;25;17.3;45;927.1;36;1.3;0;
83781;10/10/2014;1800;34;18.6;19;924.4;32;4.1;0;
83781;11/10/2014;0000;27;18.5;43;926;0;0;0;
83781;11/10/2014;1200;26.9;17.5;37;928;23;0.7;0;
83781;11/10/2014;1800;32.1;18.6;24;925.9;23;4.8;0;
83781;12/10/2014;0000;20.8;18;76;928.7;5;1.3;0;
83781;12/10/2014;1200;25.2;17.9;47;928.9;9;2.5;0;
83781;12/10/2014;1800;34.6;18.7;18;925.3;32;3.3;9;
83781;13/10/2014;0000;27.5;19.5;47;926.6;14;0.7;9;
83781;13/10/2014;1200;27.8;19.2;42;928.6;14;1.6;0;
83781;13/10/2014;1800;35;19.9;22;923.7;18;2;4;
83781;14/10/2014;0000;27;20.3;54;925.8;14;3;6;
83781;14/10/2014;1200;24.6;20.3;67;927;14;1.1;8;
83781;14/10/2014;1800;28.7;21.2;50;925.8;5;2.1;9;
83781;15/10/2014;0000;26;20.7;61;926.6;9;2.6;10;
83781;15/10/2014;1200;22;19.1;76;929.9;14;3.3;7;
83781;15/10/2014;1800;23.4;20.7;79;928.2;14;3.6;10;
83781;16/10/2014;0000;20;18.1;83;929.6;14;2.8;10;
83781;16/10/2014;1200;22.3;18.5;62;928.1;5;5.5;0;
83781;16/10/2014;1800;33.3;22.3;37;924.7;14;2;10;
83781;17/10/2014;0000;25.5;21.7;71;927;14;0.8;10;
83781;17/10/2014;1200;24.3;20.6;71;926.3;5;1.6;0;
83781;17/10/2014;1800;30.3;23;50;923.1;14;3.3;9;
83781;18/10/2014;0000;20;18.8;89;928.3;23;4.5;10;
83781;18/10/2014;1200;25.8;20.7;63;925.2;14;2.3;0;
83781;18/10/2014;1800;29.2;21.3;49;923.7;14;2.3;8;
83781;19/10/2014;0000;24.2;18.2;56;925.4;14;2;10;
83781;19/10/2014;1200;28.8;19;38;923.7;32;3.3;4;
83781;19/10/2014;1800;35.4;21.2;26;921.5;32;5;6;
83781;20/10/2014;0000;20;18.6;87;928.7;14;4.3;10;
83781;20/10/2014;1200;22.1;18.8;72;927.4;18;1.6;10;
83781;20/10/2014;1800;23;19;68;926.6;23;2.6;10;
83781;21/10/2014;0000;18;16.7;87;927.7;14;3.3;10;
83781;21/10/2014;1200;15.9;14.4;84;930.5;14;3.3;10;
83781;21/10/2014;1800;18.2;14.5;67;929.3;14;4.5;10;
