--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;01/05/2006;1200;0;;16;;;;;;
83781;02/05/2006;0000;;23.1;;;5;18.24;87.5;1.633333;
83781;02/05/2006;1200;0;;15.8;;;;;;
83781;03/05/2006;0000;;23.1;;;2.5;15.5;67.25;1.266667;
83781;03/05/2006;1200;0;;11.2;;;;;;
83781;04/05/2006;0000;;23;;;5.4;16.06;63.5;1.7;
83781;04/05/2006;1200;0;;10.7;;;;;;
83781;05/05/2006;0000;;20.9;;;3.6;15.6;73.5;2.033333;
83781;05/05/2006;1200;0;;12.1;;;;;;
83781;06/05/2006;0000;;21.3;;;3;16.5;76;3.433333;
83781;06/05/2006;1200;0;;13.3;;;;;;
83781;07/05/2006;0000;;20.5;;;3.1;16.58;71;2.8;
83781;07/05/2006;1200;0;;13.2;;;;;;
83781;08/05/2006;0000;;19.5;;;2.9;16.74;83.75;2.6;
83781;08/05/2006;1200;0;;14.7;;;;;;
83781;09/05/2006;0000;;21.7;;;2;16.76;72.5;1.8;
83781;09/05/2006;1200;0;;13.7;;;;;;
83781;10/05/2006;0000;;22;;;3;16.94;76;2.133333;
83781;10/05/2006;1200;0;;13.3;;;;;;
83781;11/05/2006;0000;;21.5;;;3;15.8;72;3.333333;
83781;11/05/2006;1200;0;;11.7;;;;;;
83781;12/05/2006;0000;;18.5;;;3.9;14.96;84.25;1.9;
83781;12/05/2006;1200;0;;11.7;;;;;;
83781;13/05/2006;0000;;20.3;;;2.1;15.48;88;2.733333;
83781;13/05/2006;1200;0;;12.7;;;;;;
83781;14/05/2006;0000;;20;;;3.4;15.22;76.75;3.066667;
83781;14/05/2006;1200;0;;11.7;;;;;;
83781;15/05/2006;0000;;21;;;2.4;16.14;77.75;2.533333;
83781;15/05/2006;1200;0;;14.1;;;;;;
83781;16/05/2006;0000;;20.3;;;3.2;16.02;75;3.033333;
83781;16/05/2006;1200;0;;13.1;;;;;;
83781;17/05/2006;0000;;23.3;;;2.4;16.88;73.5;3.166667;
83781;17/05/2006;1200;0;;13.7;;;;;;
83781;18/05/2006;0000;;25.3;;;3.3;18.02;63;1.133333;
83781;18/05/2006;1200;0;;12.2;;;;;;
83781;19/05/2006;0000;;24.9;;;3.8;18.64;53.75;2.933333;
83781;19/05/2006;1200;0;;12.7;;;;;;
83781;20/05/2006;0000;;21.7;;;6.5;17.34;68.5;2.1;
83781;20/05/2006;1200;0;;14.7;;;;;;
83781;21/05/2006;0000;;23.3;;;5;18.46;76.75;1.766667;
83781;21/05/2006;1200;0;;15.8;;;;;;
83781;22/05/2006;0000;;18.7;;;3.1;16.68;90;2.5;
83781;22/05/2006;1200;0;;15.7;;;;;;
83781;23/05/2006;0000;;17;;;1.2;14.76;92.5;2.133333;
83781;23/05/2006;1200;9.4;;13.7;;;;;;
83781;24/05/2006;0000;;16.3;;;0.7;14.16;86;3.3;
83781;24/05/2006;1200;5.1;;12.7;;;;;;
83781;25/05/2006;0000;;18;;;1.5;15.22;83;2.466667;
83781;25/05/2006;1200;0.5;;12.7;;;;;;
83781;26/05/2006;0000;;23.3;;;1.3;16.72;80.25;1.566667;
83781;26/05/2006;1200;0;;13.7;;;;;;
83781;27/05/2006;0000;;25.3;;;2.2;18.3;71.5;1.933333;
83781;27/05/2006;1200;0;;12.4;;;;;;
83781;28/05/2006;0000;;27.1;;;4;19.4;63.25;2.733333;
83781;28/05/2006;1200;0;;13.7;;;;;;
83781;29/05/2006;0000;;24.7;;;4.5;18.78;76;2.3;
83781;29/05/2006;1200;0;;15.2;;;;;;
83781;30/05/2006;0000;;27.3;;;2.5;19.66;67.75;0.833333;
83781;30/05/2006;1200;0;;14.2;;;;;;
83781;31/05/2006;0000;;27;;;4.2;21.24;55.75;2.033333;
83781;31/05/2006;1200;0;;14.8;;;;;;
83781;01/06/2006;0000;;23.5;;;6.8;17.42;77;2.166667;
83781;01/06/2006;1200;0;;15.4;;;;;;
83781;02/06/2006;0000;;21.7;;;3;16.14;74.5;3.8;
83781;02/06/2006;1200;0;;13.6;;;;;;
83781;03/06/2006;0000;;20.3;;;3.4;16.72;72.25;3.766667;
83781;03/06/2006;1200;0;;13.8;;;;;;
83781;04/06/2006;0000;;25.1;;;2.4;17.48;67.75;1.6;
83781;04/06/2006;1200;0;;11.7;;;;;;
83781;05/06/2006;0000;;23.5;;;4;18.14;72.5;1.7;
83781;05/06/2006;1200;0;;13.2;;;;;;
83781;06/06/2006;0000;;23.8;;;3.5;18.5;77.75;2;
83781;06/06/2006;1200;0;;15.9;;;;;;
83781;07/06/2006;0000;;24.7;;;2.3;18.92;73.75;1.533333;
83781;07/06/2006;1200;0;;15.3;;;;;;
83781;08/06/2006;0000;;23.2;;;2.7;17.64;73;2.7;
83781;08/06/2006;1200;0;;13.6;;;;;;
83781;09/06/2006;0000;;25.3;;;2.1;17.84;69.75;1.266667;
83781;09/06/2006;1200;0;;12.7;;;;;;
83781;10/06/2006;0000;;24.9;;;2.9;18.44;63.5;1.6;
83781;10/06/2006;1200;0;;12.7;;;;;;
83781;11/06/2006;0000;;23.5;;;4.5;18.26;74.75;1;
83781;11/06/2006;1200;0;;15.3;;;;;;
83781;12/06/2006;0000;;20.8;;;2.7;16.9;83;3.1;
83781;12/06/2006;1200;0;;14.7;;;;;;
83781;13/06/2006;0000;;24;;;2.5;17.74;73.25;2.266667;
83781;13/06/2006;1200;0;;14.3;;;;;;
83781;14/06/2006;0000;;24.9;;;2.5;17.78;67.5;1.166667;
83781;14/06/2006;1200;0;;12.4;;;;;;
83781;15/06/2006;0000;;24.6;;;4;18.84;54.25;1.2;
83781;15/06/2006;1200;0;;13.1;;;;;;
83781;16/06/2006;0000;;20.3;;;5.5;15.74;82.25;2.833333;
83781;16/06/2006;1200;0;;12.2;;;;;;
83781;17/06/2006;0000;;21.6;;;2.1;16.44;75.5;2.6;
83781;17/06/2006;1200;0;;13.7;;;;;;
83781;18/06/2006;0000;;21.9;;;2.2;16.88;77.25;3.3;
83781;18/06/2006;1200;0;;13.5;;;;;;
83781;19/06/2006;0000;;24.7;;;2.2;18.2;67.75;0.833333;
83781;19/06/2006;1200;0;;13.9;;;;;;
83781;20/06/2006;0000;;25.2;;;3.4;18.34;58;1.466667;
83781;20/06/2006;1200;0;;12.6;;;;;;
83781;21/06/2006;0000;;24.8;;;5.1;19.1;52.5;2.3;
83781;21/06/2006;1200;0;;14.1;;;;;;
83781;22/06/2006;0000;;26.3;;;6.8;18.64;67;1.833333;
83781;22/06/2006;1200;0;;14.7;;;;;;
83781;23/06/2006;0000;;25.8;;;3.6;18.6;71;2.2;
83781;23/06/2006;1200;0;;14.8;;;;;;
83781;24/06/2006;0000;;23.8;;;3.5;18.06;64.25;2.633333;
83781;24/06/2006;1200;0;;14;;;;;;
83781;25/06/2006;0000;;26.1;;;4.3;19.38;66;3.2;
83781;25/06/2006;1200;0;;13.7;;;;;;
83781;26/06/2006;0000;;19.9;;;6.3;17.2;81.75;4.566667;
83781;26/06/2006;1200;13.8;;13.8;;;;;;
83781;27/06/2006;0000;;18.7;;;3.5;13.66;66.25;3.533333;
83781;27/06/2006;1200;10.4;;11.1;;;;;;
83781;28/06/2006;0000;;15.5;;;3.2;12.04;75.25;4.066667;
83781;28/06/2006;1200;0;;10.1;;;;;;
83781;29/06/2006;0000;;18;;;1.8;13.74;76.75;3.666667;
83781;29/06/2006;1200;0;;10.1;;;;;;
83781;30/06/2006;0000;;20.8;;;2.1;14.86;85;1.633333;
83781;30/06/2006;1200;0;;11.2;;;;;;
83781;01/07/2006;0000;;23.3;;;1.7;16.74;78;2.3;
83781;01/07/2006;1200;0;;11.8;;;;;;
83781;02/07/2006;0000;;18.3;;;2;15.54;88.75;0.666667;
83781;02/07/2006;1200;1;;13.2;;;;;;
83781;03/07/2006;0000;;20.5;;;1.3;16.1;74.75;1.733333;
83781;03/07/2006;1200;1;;13.1;;;;;;
83781;04/07/2006;0000;;23.1;;;1.4;16.44;63;1.166667;
83781;04/07/2006;1200;0;;11.4;;;;;;
83781;05/07/2006;0000;;24.3;;;5;17.04;67;0.666667;
83781;05/07/2006;1200;0;;11.5;;;;;;
83781;06/07/2006;0000;;22.6;;;4;16.24;78;1.966667;
83781;06/07/2006;1200;0;;11.2;;;;;;
83781;07/07/2006;0000;;26.1;;;1.7;17.5;69.25;2.033333;
83781;07/07/2006;1200;0;;10.8;;;;;;
83781;08/07/2006;0000;;27.3;;;3.7;19.8;58.25;1.766667;
83781;08/07/2006;1200;0;;13;;;;;;
83781;09/07/2006;0000;;27.5;;;6.1;20.64;61;4.433333;
83781;09/07/2006;1200;0;;15.5;;;;;;
83781;10/07/2006;0000;;18.9;;;5.8;16.64;90.75;2;
83781;10/07/2006;1200;25;;15.5;;;;;;
83781;11/07/2006;0000;;20.1;;;0.6;16.96;88.5;2.766667;
83781;11/07/2006;1200;19;;14.5;;;;;;
83781;12/07/2006;0000;;26.1;;;1;19.16;79.75;0.266667;
83781;12/07/2006;1200;0;;14.5;;;;;;
83781;13/07/2006;0000;;25.8;;;2.2;19.08;66.5;1.966667;
83781;13/07/2006;1200;0;;14.2;;;;;;
83781;14/07/2006;0000;;25.8;;;3.5;18.98;66.25;0.533333;
83781;14/07/2006;1200;0;;13.7;;;;;;
83781;15/07/2006;0000;;21.9;;;3.1;16.86;77.25;2.066667;
83781;15/07/2006;1200;0;;14;;;;;;
83781;16/07/2006;0000;;21.7;;;2.6;16.38;73;2.133333;
83781;16/07/2006;1200;0;;13.8;;;;;;
83781;17/07/2006;0000;;23.9;;;2.8;16.1;76.5;1.866667;
83781;17/07/2006;1200;0;;11.2;;;;;;
83781;18/07/2006;0000;;24.7;;;2.5;16.56;76;0.666667;
83781;18/07/2006;1200;0;;11;;;;;;
83781;19/07/2006;0000;;25.2;;;3;18.74;58.75;1.866667;
83781;19/07/2006;1200;0;;12.2;;;;;;
83781;20/07/2006;0000;;25.3;;;5.5;18.56;53.25;1.333333;
83781;20/07/2006;1200;0;;12.7;;;;;;
83781;21/07/2006;0000;;26.9;;;5.5;19.2;46.75;1.766667;
83781;21/07/2006;1200;0;;11.9;;;;;;
83781;22/07/2006;0000;;27.8;;;7;20.34;47.5;1;
83781;22/07/2006;1200;0;;13.7;;;;;;
83781;23/07/2006;0000;;28.9;;;6;20.84;47.5;0.533333;
83781;23/07/2006;1200;0;;14.7;;;;;;
83781;24/07/2006;0000;;30.2;;;6.5;21.98;47.5;1.066667;
83781;24/07/2006;1200;0;;14.9;;;;;;
83781;25/07/2006;0000;;28.5;;9.2;5.5;21.46;44.25;1.433333;
83781;25/07/2006;1200;0;;15.5;;;;;;
83781;26/07/2006;0000;;28.5;;6.9;4.9;21.6;40;1.533333;
83781;26/07/2006;1200;0;;15.7;;;;;;
83781;27/07/2006;0000;;28.8;;7.1;8.1;21.58;44;2.3;
83781;27/07/2006;1200;0;;14.7;;;;;;
83781;28/07/2006;0000;;29.9;;8;7.4;23.46;47.25;2.333333;
83781;28/07/2006;1200;0;;17.6;;;;;;
83781;29/07/2006;0000;;25.5;;0.3;7.7;16.92;87.75;2.866667;
83781;29/07/2006;1200;8.7;;13.1;;;;;;
83781;30/07/2006;0000;;14.9;;0;1.5;12;90.5;3.266667;
83781;30/07/2006;1200;0.8;;10.5;;;;;;
83781;31/07/2006;0000;;12.7;;0;0.9;11.8;93.25;3.266667;
83781;31/07/2006;1200;15.5;;10.4;;;;;;
83781;01/08/2006;0000;;15.7;;0;0.2;13.92;89.25;0.633333;
83781;01/08/2006;1200;2.7;;11.1;;;;;;
83781;02/08/2006;0000;;16.5;;0;0.9;14.46;90.25;3.066667;
83781;02/08/2006;1200;0.2;;13.2;;;;;;
83781;03/08/2006;0000;;20.8;;1.6;1;16.16;81.5;2.5;
83781;03/08/2006;1200;0;;13.4;;;;;;
83781;04/08/2006;0000;;24.5;;8.7;1.6;18.74;66.75;1.7;
83781;04/08/2006;1200;0;;13.7;;;;;;
83781;05/08/2006;0000;;26.6;;7.3;2.8;18.92;70.25;1.366667;
83781;05/08/2006;1200;0;;12.9;;;;;;
83781;06/08/2006;0000;;29.1;;9.6;2.7;20.7;54.75;1.3;
83781;06/08/2006;1200;0;;14;;;;;;
83781;07/08/2006;0000;;29;;9.6;5.6;21.62;47.25;2.733333;
83781;07/08/2006;1200;0;;15.1;;;;;;
83781;08/08/2006;0000;;29.5;;9.7;5.8;22.12;46.25;1;
83781;08/08/2006;1200;0;;15.3;;;;;;
83781;09/08/2006;0000;;27.8;;6.6;6;22.3;37.25;3.166667;
83781;09/08/2006;1200;0;;15.8;;;;;;
83781;10/08/2006;0000;;30.1;;5.9;10.7;23.54;47.25;1.566667;
83781;10/08/2006;1200;0;;19.7;;;;;;
83781;11/08/2006;0000;;28.8;;7.5;6.7;21.66;59.25;2;
83781;11/08/2006;1200;0;;16.3;;;;;;
83781;12/08/2006;0000;;29.3;;9.3;5.6;22.22;49;1.866667;
83781;12/08/2006;1200;0;;16.4;;;;;;
83781;13/08/2006;0000;;29.5;;5.8;6.2;22.16;50.5;2.433333;
83781;13/08/2006;1200;0;;16.7;;;;;;
83781;14/08/2006;0000;;29.9;;9.8;7.3;23.02;45.5;1.866667;
83781;14/08/2006;1200;0;;16.7;;;;;;
83781;15/08/2006;0000;;30.7;;6.8;8.7;23.54;47.75;1.933333;
83781;15/08/2006;1200;0;;18;;;;;;
83781;16/08/2006;0000;;31.3;;9.6;6.9;22.32;65;2.433333;
83781;16/08/2006;1200;0;;17.6;;;;;;
83781;17/08/2006;0000;;23.7;;4.8;7.1;19.44;76.5;2.433333;
83781;17/08/2006;1200;0;;16.7;;;;;;
83781;18/08/2006;0000;;25.3;;2.8;2.7;19.88;78.25;4.166667;
83781;18/08/2006;1200;0;;16.7;;;;;;
83781;19/08/2006;0000;;20.1;;0;2.3;17.4;83;3.4;
83781;19/08/2006;1200;0;;15.7;;;;;;
83781;20/08/2006;0000;;22.9;;5.1;1.7;17.42;71.5;2.466667;
83781;20/08/2006;1200;0;;15.1;;;;;;
83781;21/08/2006;0000;;18.3;;7.8;3.8;13.04;75;2.6;
83781;21/08/2006;1200;0.2;;10.7;;;;;;
83781;22/08/2006;0000;;21.8;;10.2;3.5;13.02;65;3.233333;
83781;22/08/2006;1200;0;;7.7;;;;;;
83781;23/08/2006;0000;;26.4;;8.3;3.4;15.66;56.25;1.966667;
83781;23/08/2006;1200;0;;9.1;;;;;;
83781;24/08/2006;0000;;26.6;;10.1;5.1;17.2;68.75;2.6;
83781;24/08/2006;1200;0;;10.2;;;;;;
83781;25/08/2006;0000;;28.5;;8.9;4.3;20.9;50.5;2.966667;
83781;25/08/2006;1200;0;;14.4;;;;;;
83781;26/08/2006;0000;;30;;10.2;6.7;22.92;41.5;2.433333;
83781;26/08/2006;1200;0;;15.4;;;;;;
83781;27/08/2006;0000;;24.3;;6.2;8.8;19.88;66.75;3.966667;
83781;27/08/2006;1200;2.7;;16.7;;;;;;
83781;28/08/2006;0000;;23.9;;5.4;5;18.06;78.5;2.633333;
83781;28/08/2006;1200;0;;15.2;;;;;;
83781;29/08/2006;0000;;17.9;;0;3.5;11.72;75.5;3.333333;
83781;29/08/2006;1200;0;;9.4;;;;;;
83781;30/08/2006;0000;;20.3;;10.1;2.5;13.7;71.25;3.933333;
83781;30/08/2006;1200;0;;8.7;;;;;;
83781;31/08/2006;0000;;26;;6.8;4;17.02;66.75;2.066667;
83781;31/08/2006;1200;0;;10.3;;;;;;
83781;01/09/2006;0000;;27.3;;4.8;3.5;18.02;85.25;3.9;
83781;01/09/2006;1200;0;;14;;;;;;
83781;02/09/2006;0000;;24.8;;4.7;3.5;19.42;66.5;5.466667;
83781;02/09/2006;1200;37.6;;14.1;;;;;;
83781;03/09/2006;0000;;25.1;;8.9;6.3;17.24;73.75;3.633333;
83781;03/09/2006;1200;0;;13.7;;;;;;
83781;04/09/2006;0000;;16.7;;2.6;5.7;11.82;67.75;3.366667;
83781;04/09/2006;1200;0.5;;9;;;;;;
83781;05/09/2006;0000;;14.7;;8;4;9.62;64.25;3.633333;
83781;05/09/2006;1200;0;;8;;;;;;
83781;06/09/2006;0000;;15.3;;3.2;3.5;10.58;74.75;3.8;
83781;06/09/2006;1200;0;;6.2;;;;;;
83781;07/09/2006;0000;;22.3;;9.4;3;15.2;71.25;3.766667;
83781;07/09/2006;1200;0;;9.7;;;;;;
83781;08/09/2006;0000;;26.5;;8.4;3.5;18.98;60.5;1.766667;
83781;08/09/2006;1200;0;;12.7;;;;;;
83781;09/09/2006;0000;;28;;9.1;4.5;21.4;47.75;2.433333;
83781;09/09/2006;1200;0;;13.7;;;;;;
83781;10/09/2006;0000;;27.2;;4.2;8.8;22.06;61.5;0.966667;
83781;10/09/2006;1200;0;;17.9;;;;;;
83781;11/09/2006;0000;;31.9;;10.3;4.4;23.46;47;1.2;
83781;11/09/2006;1200;0;;16.3;;;;;;
83781;12/09/2006;0000;;32.1;;9.8;6.5;24.88;42.75;0.5;
83781;12/09/2006;1200;0;;18;;;;;;
83781;13/09/2006;0000;;32.9;;10.3;7.6;24.08;52.75;1.1;
83781;13/09/2006;1200;0;;19.2;;;;;;
83781;14/09/2006;0000;;32.7;;10.5;6.5;25.38;36.25;1.166667;
83781;14/09/2006;1200;0;;18.7;;;;;;
83781;15/09/2006;0000;;34.1;;10.3;11.5;24.64;51.75;3.366667;
83781;15/09/2006;1200;0;;19;;;;;;
83781;16/09/2006;0000;;23.3;;0;10.9;17.7;85.25;2.533333;
83781;16/09/2006;1200;0;;15.5;;;;;;
83781;17/09/2006;0000;;23;;2.5;1.1;17.54;82.75;2.433333;
83781;17/09/2006;1200;11.1;;13.9;;;;;;
83781;18/09/2006;0000;;22.9;;6.5;2;17.9;80;3.4;
83781;18/09/2006;1200;10.2;;15.7;;;;;;
83781;19/09/2006;0000;;25;;6;3;18.5;75;4.033333;
83781;19/09/2006;1200;0;;14.7;;;;;;
83781;20/09/2006;0000;;26.5;;0.2;3.7;19.84;82.25;2.933333;
83781;20/09/2006;1200;0;;14.7;;;;;;
83781;21/09/2006;0000;;24.8;;7.4;2.9;18.54;76.5;2.866667;
83781;21/09/2006;1200;8.2;;16.1;;;;;;
83781;22/09/2006;0000;;25.3;;3;4;18.8;71.25;2.6;
83781;22/09/2006;1200;0;;14.5;;;;;;
83781;23/09/2006;0000;;29.1;;7.2;2.6;20.24;69;1.633333;
83781;23/09/2006;1200;0;;14.7;;;;;;
83781;24/09/2006;0000;;18.3;;0;5.7;15;83.75;2.966667;
83781;24/09/2006;1200;4.7;;13.3;;;;;;
83781;25/09/2006;0000;;16.3;;0;1.3;14.18;85.75;3.733333;
83781;25/09/2006;1200;0;;13;;;;;;
83781;26/09/2006;0000;;19.3;;0;1.5;15.3;82.75;4.266667;
83781;26/09/2006;1200;0;;12.7;;;;;;
83781;27/09/2006;0000;;25.3;;7.9;2.3;18.04;73.75;3.433333;
83781;27/09/2006;1200;0;;14.2;;;;;;
83781;28/09/2006;0000;;28.8;;9;3.4;21.42;55.5;1.633333;
83781;28/09/2006;1200;0;;13.7;;;;;;
83781;29/09/2006;0000;;22.9;;0.4;5.6;17.72;87;3.466667;
83781;29/09/2006;1200;0;;15.7;;;;;;
83781;30/09/2006;0000;;20.1;;0.1;1.9;16.92;88.5;2.866667;
83781;30/09/2006;1200;5.4;;14.9;;;;;;
83781;01/10/2006;0000;;22.2;;0;1.4;18.56;85.5;2.6;
83781;01/10/2006;1200;5.6;;15.6;;;;;;
83781;02/10/2006;0000;;26.7;;4.2;1.1;20.68;82;3.233333;
83781;02/10/2006;1200;6.4;;17.4;;;;;;
83781;03/10/2006;0000;;29.5;;7.5;2.6;21.34;72;1.2;
83781;03/10/2006;1200;0.3;;18.2;;;;;;
83781;04/10/2006;0000;;29.3;;7.1;3.3;21.38;77;1.7;
83781;04/10/2006;1200;0;;17.4;;;;;;
83781;05/10/2006;0000;;29.9;;1.2;2.1;23.02;73.25;1.733333;
83781;05/10/2006;1200;0;;18.9;;;;;;
83781;06/10/2006;0000;;25.1;;1.3;3.5;19.6;84.75;2.866667;
83781;06/10/2006;1200;8.7;;17.1;;;;;;
83781;07/10/2006;0000;;24.9;;1.3;1.4;18.9;88.5;1.9;
83781;07/10/2006;1200;2.7;;16.6;;;;;;
83781;08/10/2006;0000;;24.8;;6.1;1.1;19.56;71.25;3.033333;
83781;08/10/2006;1200;0;;17.3;;;;;;
83781;09/10/2006;0000;;25.8;;4.3;1.5;19.7;77.25;2.633333;
83781;09/10/2006;1200;0;;16.7;;;;;;
83781;10/10/2006;0000;;28;;6.6;3.4;21.26;78.25;3.233333;
83781;10/10/2006;1200;0;;17.7;;;;;;
83781;11/10/2006;0000;;29;;10.7;2.8;23.82;54;1.266667;
83781;11/10/2006;1200;14.7;;17.7;;;;;;
83781;12/10/2006;0000;;25.4;;0;6.3;21.9;81.75;1.266667;
83781;12/10/2006;1200;0;;20.2;;;;;;
83781;13/10/2006;0000;;23.3;;0.4;2;19.7;89.25;1.833333;
83781;13/10/2006;1200;1.9;;18.4;;;;;;
83781;14/10/2006;0000;;27.3;;4.7;1.9;21.56;76.5;2.1;
83781;14/10/2006;1200;0;;18.3;;;;;;
83781;15/10/2006;0000;;32.3;;7.8;3.2;23.62;71;0.5;
83781;15/10/2006;1200;0;;19.1;;;;;;
83781;16/10/2006;0000;;26.3;;0;8.4;21.62;90;2.266667;
83781;16/10/2006;1200;13;;19.2;;;;;;
83781;17/10/2006;0000;;21;;0;1.5;18.36;91.25;2.366667;
83781;17/10/2006;1200;23.7;;16.8;;;;;;
83781;18/10/2006;0000;;19.5;;0;2;17.1;89.75;1.933333;
83781;18/10/2006;1200;0;;15.8;;;;;;
83781;19/10/2006;0000;;18.7;;0;0.6;16.84;91.5;2.466667;
83781;19/10/2006;1200;18.3;;15.3;;;;;;
83781;20/10/2006;0000;;20.1;;1;1;16.9;77.25;4.266667;
83781;20/10/2006;1200;4.1;;14.5;;;;;;
83781;21/10/2006;0000;;20.5;;3.7;2.4;15.8;70.75;3.8;
83781;21/10/2006;1200;0;;13.7;;;;;;
83781;22/10/2006;0000;;25.5;;10.2;3.6;17.3;67.25;4.866667;
83781;22/10/2006;1200;0;;11.6;;;;;;
83781;23/10/2006;0000;;23.7;;8.6;4.6;16.92;70.5;5.033333;
83781;23/10/2006;1200;0;;12.3;;;;;;
83781;24/10/2006;0000;;26.2;;8.9;4.5;19.24;70.25;4.366667;
83781;24/10/2006;1200;0;;15.2;;;;;;
83781;25/10/2006;0000;;29.3;;10.5;3.8;22.42;59;1.633333;
83781;25/10/2006;1200;0;;15.7;;;;;;
83781;26/10/2006;0000;;30.8;;11.3;5.7;25.46;54;3.5;
83781;26/10/2006;1200;0;;18.9;;;;;;
83781;27/10/2006;0000;;27.3;;3.8;7.3;19.6;78.75;1.733333;
83781;27/10/2006;1200;1;;16.3;;;;;;
83781;28/10/2006;0000;;26.7;;10.2;3.5;18.8;61.75;3.633333;
83781;28/10/2006;1200;0;;14.7;;;;;;
83781;29/10/2006;0000;;25.6;;11.7;3.5;19.68;67.5;4.7;
83781;29/10/2006;1200;0;;15.2;;;;;;
83781;30/10/2006;0000;;32.3;;10.3;5;22.16;64;2.933333;
83781;30/10/2006;1200;0;;15.7;;;;;;
83781;31/10/2006;0000;;33.7;;8.8;5.5;23.88;59.5;1.8;
83781;31/10/2006;1200;0;;17.9;;;;;;
83781;01/11/2006;0000;;27.5;;2;5.5;22.08;84;1.266667;
83781;01/11/2006;1200;5.2;;19.7;;;;;;
83781;02/11/2006;0000;;26.3;;0;2;21.82;87.25;0.533333;
83781;02/11/2006;1200;23.2;;19.4;;;;;;
83781;03/11/2006;0000;;28;;2.9;1.5;22.34;81;3.966667;
83781;03/11/2006;1200;8.5;;19.5;;;;;;
83781;04/11/2006;0000;;26.8;;7.1;2.5;21.74;72;2.8;
83781;04/11/2006;1200;0;;19.7;;;;;;
83781;05/11/2006;0000;;27.1;;10.1;3.8;21;70.5;5.366667;
83781;05/11/2006;1200;0;;17.3;;;;;;
83781;06/11/2006;0000;;29.5;;7;2.9;21.12;77.75;1.666667;
83781;06/11/2006;1200;0;;16.9;;;;;;
83781;07/11/2006;0000;;22;;1.4;3.3;17.66;82.75;4.3;
83781;07/11/2006;1200;16.8;;15.5;;;;;;
83781;08/11/2006;0000;;20.5;;0.9;3;16.52;75;4.533333;
83781;08/11/2006;1200;1;;14.7;;;;;;
83781;09/11/2006;0000;;22.5;;10.7;3;16.42;63;4.2;
83781;09/11/2006;1200;0;;12.9;;;;;;
83781;10/11/2006;0000;;18.7;;1.7;4.6;14.88;71.5;4.033333;
83781;10/11/2006;1200;3.2;;11.7;;;;;;
83781;11/11/2006;0000;;21.1;;8.4;3.4;16.58;62.5;5.266667;
83781;11/11/2006;1200;0;;13.2;;;;;;
83781;12/11/2006;0000;;22.6;;5.7;3.6;17.08;72.5;4.2;
83781;12/11/2006;1200;0;;12.4;;;;;;
83781;13/11/2006;0000;;22.9;;4;4.4;17.7;70.25;5;
83781;13/11/2006;1200;0;;14.4;;;;;;
83781;14/11/2006;0000;;23.3;;1;3.7;18.8;77;3.4;
83781;14/11/2006;1200;0;;15.5;;;;;;
83781;15/11/2006;0000;;28.5;;9.6;2.8;21.22;77.5;2.333333;
83781;15/11/2006;1200;0;;16.7;;;;;;
83781;16/11/2006;0000;;30.7;;9.3;4.2;24.5;54;2.7;
83781;16/11/2006;1200;5.1;;17.2;;;;;;
83781;17/11/2006;0000;;33.2;;10.3;7.2;27.3;50;2.266667;
83781;17/11/2006;1200;0;;19.7;;;;;;
83781;18/11/2006;0000;;29.3;;0;8.3;24.34;72;1.266667;
83781;18/11/2006;1200;0;;21.7;;;;;;
83781;19/11/2006;0000;;30.7;;2.8;1;20.82;85.75;1.866667;
83781;19/11/2006;1200;8.5;;16.7;;;;;;
83781;20/11/2006;0000;;27.7;;3.4;1.8;20.92;80.5;4.666667;
83781;20/11/2006;1200;31.4;;16.5;;;;;;
83781;21/11/2006;0000;;21.8;;0;2.2;18.9;82.5;2.366667;
83781;21/11/2006;1200;0;;17.5;;;;;;
83781;22/11/2006;0000;;28.7;;11.8;1.3;22.14;52.75;1.8;
83781;22/11/2006;1200;0;;15.3;;;;;;
83781;23/11/2006;0000;;29.3;;12.2;1.8;22.02;56.75;1.833333;
83781;23/11/2006;1200;0;;17.2;;;;;;
83781;24/11/2006;0000;;33.3;;10.9;1.7;23.46;61.75;1.666667;
83781;24/11/2006;1200;0;;16.1;;;;;;
83781;25/11/2006;0000;;32.1;;7.9;1.5;23.98;72.5;3.066667;
83781;25/11/2006;1200;10.6;;19.4;;;;;;
83781;26/11/2006;0000;;25.3;;0;0.5;22.08;90.75;2.166667;
83781;26/11/2006;1200;69;;19.3;;;;;;
83781;27/11/2006;0000;;27.4;;2.3;1.9;22.32;90;2.633333;
83781;27/11/2006;1200;16.6;;19.6;;;;;;
83781;28/11/2006;0000;;28.3;;5.3;1.2;23.64;79.75;0.933333;
83781;28/11/2006;1200;25.7;;19.7;;;;;;
83781;29/11/2006;0000;;29.9;;2.8;1.5;23.84;85;2.933333;
83781;29/11/2006;1200;1.3;;21.1;;;;;;
