--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2000 a 27/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;31/01/2002;0000;;31.6;;8.4;2.8;25.66;68;3.3;
83781;31/01/2002;1200;2.2;;22;;;;;;
83781;01/02/2002;0000;;28.7;;2.5;6.4;23.8;82.5;2.966667;
83781;01/02/2002;1200;4.2;;22.3;;;;;;
83781;02/02/2002;0000;;27.5;;2.5;3;21.92;90.25;4.033333;
83781;02/02/2002;1200;0.6;;20.1;;;;;;
83781;03/02/2002;0000;;24.3;;3.5;3.1;19.2;76.5;3.7;
83781;03/02/2002;1200;3.5;;17.3;;;;;;
83781;04/02/2002;0000;;26.5;;10.2;4.5;20.16;68;2.666667;
83781;04/02/2002;1200;0;;16.3;;;;;;
83781;05/02/2002;0000;;28.6;;10.3;4;21.16;66.25;2.466667;
83781;05/02/2002;1200;0;;15.8;;;;;;
83781;06/02/2002;0000;;28.7;;6.4;4.6;21.52;74;3.466667;
83781;06/02/2002;1200;0;;17.3;;;;;;
83781;07/02/2002;0000;;24.3;;1.6;4.5;21.64;85.75;2.833333;
83781;07/02/2002;1200;0.8;;18.7;;;;;;
83781;08/02/2002;0000;;26.9;;2.5;1.5;21.76;85.75;1.966667;
83781;08/02/2002;1200;19.9;;19.5;;;;;;
83781;09/02/2002;0000;;23.1;;0.1;2.5;20.74;86.25;2.4;
83781;09/02/2002;1200;16.7;;19.3;;;;;;
83781;10/02/2002;0000;;28.1;;7.9;1.8;22.36;75.5;2.966667;
83781;10/02/2002;1200;5.1;;17.7;;;;;;
83781;11/02/2002;0000;;31.1;;10.5;3.6;22.98;70;3.966667;
83781;11/02/2002;1200;0;;16.9;;;;;;
83781;12/02/2002;0000;;30.1;;7.4;4.8;23.34;72.25;1.7;
83781;12/02/2002;1200;27.2;;16.9;;;;;;
83781;13/02/2002;0000;;31.7;;3.3;3;23.24;76.75;2.3;
83781;13/02/2002;1200;4.4;;20;;;;;;
83781;14/02/2002;0000;;26.3;;1.7;3.7;22.32;75.25;2.833333;
83781;14/02/2002;1200;5;;19.1;;;;;;
83781;15/02/2002;0000;;28.2;;10.8;3.6;22.94;75.25;3.3;
83781;15/02/2002;1200;0.3;;18.7;;;;;;
83781;16/02/2002;0000;;26.6;;4.4;4;22.12;77.5;3.7;
83781;16/02/2002;1200;31.7;;17.9;;;;;;
83781;17/02/2002;0000;;25.7;;3.3;4.7;21.84;79.25;4.366667;
83781;17/02/2002;1200;1;;19.4;;;;;;
83781;18/02/2002;0000;;25.6;;6.5;1.8;20.32;73.25;5.2;
83781;18/02/2002;1200;0.4;;17.2;;;;;;
83781;19/02/2002;0000;;26.7;;6;4.1;21.42;75.75;4.7;
83781;19/02/2002;1200;0;;17.4;;;;;;
83781;20/02/2002;0000;;23.3;;0;4.1;21.02;85;2.866667;
83781;20/02/2002;1200;0;;18.7;;;;;;
83781;21/02/2002;0000;;24.3;;0;2;21.8;87.75;3.7;
83781;21/02/2002;1200;2;;20.1;;;;;;
83781;22/02/2002;0000;;26.3;;3.2;2.5;22.76;83.5;3.966667;
83781;22/02/2002;1200;19.7;;20.5;;;;;;
83781;23/02/2002;0000;;26.7;;5.7;2.7;22.56;85.25;4.9;
83781;23/02/2002;1200;12.8;;20.6;;;;;;
83781;24/02/2002;0000;;27.5;;8.4;2.4;21.66;77;3.4;
83781;24/02/2002;1200;16.2;;19;;;;;;
83781;25/02/2002;0000;;25.3;;6.6;4.4;20.86;79.25;4.633333;
83781;25/02/2002;1200;0.2;;18;;;;;;
83781;26/02/2002;0000;;27.6;;1;4;22.32;72.5;3.7;
83781;26/02/2002;1200;0;;17.3;;;;;;
83781;27/02/2002;0000;;24.3;;0;3;21.96;83.75;2.166667;
83781;27/02/2002;1200;0;;20.1;;;;;;
83781;28/02/2002;0000;;27.5;;0.6;2;21.46;88.25;2.733333;
83781;28/02/2002;1200;0.8;;18.7;;;;;;
83781;01/03/2002;0000;;31.5;;8.7;1.5;24.42;61.25;1.7;
83781;01/03/2002;1200;18.2;;17.9;;;;;;
83781;02/03/2002;0000;;27.9;;4.3;6.4;22.84;82;1.2;
83781;02/03/2002;1200;0;;19.5;;;;;;
83781;03/03/2002;0000;;29;;4.6;2.1;22.36;76;2.5;
83781;03/03/2002;1200;8.8;;19.4;;;;;;
83781;04/03/2002;0000;;30.3;;7;2.3;23;74.75;3.233333;
83781;04/03/2002;1200;15.8;;17.9;;;;;;
83781;05/03/2002;0000;;31.5;;10.9;3.6;24.94;58.5;1.866667;
83781;05/03/2002;1200;0;;19.3;;;;;;
83781;06/03/2002;0000;;31.7;;10.2;7.2;25.58;59;2.733333;
83781;06/03/2002;1200;0;;21.7;;;;;;
83781;07/03/2002;0000;;33;;10.5;7.2;24.44;68.25;3.166667;
83781;07/03/2002;1200;0;;18.1;;;;;;
83781;08/03/2002;0000;;32.5;;7.9;6;24.12;69.75;1.433333;
83781;08/03/2002;1200;54.2;;18;;;;;;
83781;09/03/2002;0000;;33;;8.8;4.5;25;72;1.966667;
83781;09/03/2002;1200;42;;20;;;;;;
83781;10/03/2002;0000;;32.4;;10.7;5;24.88;65.5;2.3;
83781;10/03/2002;1200;0;;20.4;;;;;;
83781;11/03/2002;0000;;32.3;;10.2;6;25.4;72.25;1.8;
83781;11/03/2002;1200;0;;20.5;;;;;;
83781;12/03/2002;0000;;31.8;;8.9;6;26.7;62.5;2.633333;
83781;12/03/2002;1200;3;;22.2;;;;;;
83781;13/03/2002;0000;;32.1;;8.8;6;26.28;58.25;2.266667;
83781;13/03/2002;1200;0;;21.7;;;;;;
83781;14/03/2002;0000;;28.1;;1;6.6;24.26;71.5;1.466667;
83781;14/03/2002;1200;3.6;;20.8;;;;;;
83781;15/03/2002;0000;;31;;7.5;4.4;23.62;72;3.3;
83781;15/03/2002;1200;0;;18.2;;;;;;
83781;16/03/2002;0000;;30.5;;6.6;3.9;23.9;77.5;2.4;
83781;16/03/2002;1200;23.7;;18.2;;;;;;
83781;17/03/2002;0000;;31;;8.2;3.6;24.88;76.5;2.6;
83781;17/03/2002;1200;0.1;;20.1;;;;;;
83781;18/03/2002;0000;;30.9;;7.6;3.4;24.78;75;2.5;
83781;18/03/2002;1200;9.1;;21;;;;;;
83781;19/03/2002;0000;;31.8;;9.8;3.5;25.16;74.75;2.166667;
83781;19/03/2002;1200;17.1;;20.3;;;;;;
83781;20/03/2002;0000;;30.3;;9.6;5.4;26.44;66.75;3.966667;
83781;20/03/2002;1200;0;;23.1;;;;;;
83781;21/03/2002;0000;;27.3;;0.3;5.3;21.4;81;3.366667;
83781;21/03/2002;1200;35;;19.1;;;;;;
83781;22/03/2002;0000;;25.1;;5.9;2.3;20.42;76.25;3.4;
83781;22/03/2002;1200;2;;17.1;;;;;;
83781;23/03/2002;0000;;28;;7.5;3.5;22.2;74.25;2.3;
83781;23/03/2002;1200;0;;17.5;;;;;;
83781;24/03/2002;0000;;23.5;;0;3.5;21.2;91.75;2.433333;
83781;24/03/2002;1200;4.7;;19.7;;;;;;
83781;25/03/2002;0000;;26.9;;5.4;1.2;22.64;79.5;2.633333;
83781;25/03/2002;1200;65.2;;19.9;;;;;;
83781;26/03/2002;0000;;28.9;;7.2;3.5;23.2;71.75;1.7;
83781;26/03/2002;1200;0;;20.3;;;;;;
83781;27/03/2002;0000;;30.9;;5.2;3.6;22.68;77.25;1.933333;
83781;27/03/2002;1200;0;;19.9;;;;;;
83781;28/03/2002;0000;;30.3;;8.6;2.5;23.54;75.5;2.4;
83781;28/03/2002;1200;24;;18.5;;;;;;
83781;29/03/2002;0000;;31.6;;10.4;3.6;26.26;63.5;2.333333;
83781;29/03/2002;1200;0;;21.4;;;;;;
83781;30/03/2002;0000;;30.3;;10.7;5.8;25.56;55;2.6;
83781;30/03/2002;1200;0;;21.1;;;;;;
83781;31/03/2002;0000;;30.8;;10.7;8.2;26.22;54;1.9;
83781;31/03/2002;1200;0;;20;;;;;;
83781;01/04/2002;0000;;31.1;;10.5;7.3;25.56;68;2.133333;
83781;01/04/2002;1200;0;;20.7;;;;;;
83781;02/04/2002;0000;;31.7;;9.3;6.3;25.4;64.5;2.166667;
83781;02/04/2002;1200;0;;22.4;;;;;;
83781;03/04/2002;0000;;28.6;;5.6;6;23.34;76.75;2.666667;
83781;03/04/2002;1200;0;;20.1;;;;;;
83781;04/04/2002;0000;;26.5;;3;3;22.1;76;2.433333;
83781;04/04/2002;1200;13.8;;19.4;;;;;;
83781;05/04/2002;0000;;27.9;;6.6;3.9;22.08;74;4.133333;
83781;05/04/2002;1200;0;;19.3;;;;;;
83781;06/04/2002;0000;;27.7;;6.2;3.9;20.5;75.25;2.533333;
83781;06/04/2002;1200;0;;16.9;;;;;;
83781;07/04/2002;0000;;25.8;;3.4;3.4;20.58;84.75;3.233333;
83781;07/04/2002;1200;24.5;;17.1;;;;;;
83781;08/04/2002;0000;;26.7;;4.1;2.2;20.72;79.25;3;
83781;08/04/2002;1200;15.2;;17.7;;;;;;
83781;09/04/2002;0000;;26.6;;8.4;2.5;20.98;74.25;3.6;
83781;09/04/2002;1200;0;;16.9;;;;;;
83781;10/04/2002;0000;;27.9;;7.4;3.5;21.94;72;3;
83781;10/04/2002;1200;0;;17.7;;;;;;
83781;11/04/2002;0000;;29.9;;8.7;3.6;23.08;67.25;1.866667;
83781;11/04/2002;1200;0;;17.9;;;;;;
83781;12/04/2002;0000;;30.9;;9.3;6.1;24.34;61.75;1.6;
83781;12/04/2002;1200;0;;19.6;;;;;;
83781;13/04/2002;0000;;27.6;;4.9;6.5;23.26;77.25;3.7;
83781;13/04/2002;1200;0;;21.3;;;;;;
83781;14/04/2002;0000;;27.5;;5;3;22.48;78.25;3.033333;
83781;14/04/2002;1200;0;;19.9;;;;;;
83781;15/04/2002;0000;;29.1;;8.9;4;23.04;69.5;2.766667;
83781;15/04/2002;1200;0;;19.2;;;;;;
83781;16/04/2002;0000;;29.2;;8.5;3.5;22.7;74;1.6;
83781;16/04/2002;1200;0;;18.1;;;;;;
83781;17/04/2002;0000;;30.6;;9.9;4;24.88;60.25;1.266667;
83781;17/04/2002;1200;0;;19.3;;;;;;
83781;18/04/2002;0000;;29.5;;6.2;7;24.44;71.5;1.933333;
83781;18/04/2002;1200;0;;20.4;;;;;;
83781;19/04/2002;0000;;29.3;;8.9;4.5;23.32;70.25;3.266667;
83781;19/04/2002;1200;0;;20.5;;;;;;
83781;20/04/2002;0000;;29.7;;9.3;4.5;24.1;59;2.166667;
83781;20/04/2002;1200;0;;18;;;;;;
83781;21/04/2002;0000;;26.5;;4.6;7.5;22.32;80.75;3.533333;
83781;21/04/2002;1200;0;;20.7;;;;;;
83781;22/04/2002;0000;;26.7;;5.8;3.5;22.26;76.75;4.066667;
83781;22/04/2002;1200;0;;20.1;;;;;;
83781;23/04/2002;0000;;29.6;;9.8;3.6;23.86;68.5;2.666667;
83781;23/04/2002;1200;0;;19;;;;;;
83781;24/04/2002;0000;;30.5;;10;4.4;24.16;57;1.666667;
83781;24/04/2002;1200;0;;18.6;;;;;;
83781;25/04/2002;0000;;30.3;;9.3;5.5;24.96;48.5;2.166667;
83781;25/04/2002;1200;0;;19.5;;;;;;
83781;26/04/2002;0000;;30.3;;9.9;7.5;24.22;53.25;1.1;
83781;26/04/2002;1200;0;;18.7;;;;;;
83781;27/04/2002;0000;;26.8;;2.2;7;21.32;81.75;2.566667;
83781;27/04/2002;1200;0;;19;;;;;;
83781;28/04/2002;0000;;25.9;;5.3;3;20.16;85.25;2.933333;
83781;28/04/2002;1200;0;;17.7;;;;;;
83781;29/04/2002;0000;;30.3;;9.3;3;23.84;53;3.3;
83781;29/04/2002;1200;0;;18.3;;;;;;
83781;30/04/2002;0000;;29.7;;8;8.2;24.42;61;3.433333;
83781;30/04/2002;1200;0;;20.8;;;;;;
83781;01/05/2002;0000;;24.9;;3.3;7.3;20.76;73;1.866667;
83781;01/05/2002;1200;1.4;;18.5;;;;;;
83781;02/05/2002;0000;;28.7;;8.7;3;22.3;70;2.466667;
83781;02/05/2002;1200;0;;18.8;;;;;;
83781;03/05/2002;0000;;26.5;;6.3;5;21.36;77.75;2.8;
83781;03/05/2002;1200;8.2;;17.3;;;;;;
83781;04/05/2002;0000;;26;;1.8;3.3;21.34;82.25;2.7;
83781;04/05/2002;1200;0;;19.3;;;;;;
83781;05/05/2002;0000;;25.1;;2.2;2.7;20.7;81;4.533333;
83781;05/05/2002;1200;0;;18;;;;;;
83781;06/05/2002;0000;;26.3;;4.5;2.6;20.88;84.5;1.9;
83781;06/05/2002;1200;14.9;;18.3;;;;;;
83781;07/05/2002;0000;;26.8;;;2.4;21.32;77.5;1.666667;
83781;07/05/2002;1200;0.8;;18.3;;;;;;
83781;08/05/2002;0000;;27;;7.2;2.9;22.04;73.25;2.266667;
83781;08/05/2002;1200;0;;19.2;;;;;;
83781;09/05/2002;0000;;23.5;;0.3;4.4;20.06;78.5;3.433333;
83781;09/05/2002;1200;0.1;;18.2;;;;;;
83781;10/05/2002;0000;;24.6;;4.9;3;19.96;78;3;
83781;10/05/2002;1200;0;;16.7;;;;;;
83781;11/05/2002;0000;;26.4;;5.9;2.7;21.34;79.25;3;
83781;11/05/2002;1200;0;;18.1;;;;;;
83781;12/05/2002;0000;;27.6;;7.8;2.9;22.16;59;2.466667;
83781;12/05/2002;1200;0;;18.4;;;;;;
83781;13/05/2002;0000;;28.3;;6.1;3.4;20.94;72.75;2.633333;
83781;13/05/2002;1200;0;;17;;;;;;
83781;14/05/2002;0000;;29.5;;8.3;3.4;22.08;62.25;2.1;
83781;14/05/2002;1200;0;;16.7;;;;;;
83781;15/05/2002;0000;;28.8;;8.5;4.3;22.22;54;2.333333;
83781;15/05/2002;1200;0;;16.4;;;;;;
83781;16/05/2002;0000;;24.5;;1.9;8.3;21.24;62.5;3.566667;
83781;16/05/2002;1200;0;;18.3;;;;;;
83781;17/05/2002;0000;;25.7;;6.2;4.9;20.18;75.25;2.1;
83781;17/05/2002;1200;0.3;;17.1;;;;;;
83781;18/05/2002;0000;;28.7;;7.2;3.5;20.64;73.5;2.466667;
83781;18/05/2002;1200;0;;16.9;;;;;;
83781;19/05/2002;0000;;20.9;;0.3;4;18.12;81.75;3.1;
83781;19/05/2002;1200;27.1;;15.5;;;;;;
83781;20/05/2002;0000;;25.3;;3;1.5;19.72;78.25;3.1;
83781;20/05/2002;1200;8.9;;14.5;;;;;;
83781;21/05/2002;0000;;21.6;;1.7;3;17.62;82;2.7;
83781;21/05/2002;1200;20.5;;16;;;;;;
83781;22/05/2002;0000;;21.7;;0;2.4;16.6;87.75;2.966667;
83781;22/05/2002;1200;10;;14.7;;;;;;
83781;23/05/2002;0000;;20.3;;5;2.1;16.28;77.25;5.4;
83781;23/05/2002;1200;0.2;;14.1;;;;;;
83781;24/05/2002;0000;;19.5;;3.6;3.2;15.28;76.75;3.066667;
83781;24/05/2002;1200;0.6;;13;;;;;;
83781;25/05/2002;0000;;20.2;;6.5;3.5;15.54;74;3.433333;
83781;25/05/2002;1200;0;;12.5;;;;;;
83781;26/05/2002;0000;;21.7;;7.2;3;15.86;76;3.533333;
83781;26/05/2002;1200;0;;11.7;;;;;;
83781;27/05/2002;0000;;23;;6.4;3;16.14;66.75;2.333333;
83781;27/05/2002;1200;0;;11.9;;;;;;
83781;28/05/2002;0000;;25.2;;7;2.7;17.74;68;1.866667;
83781;28/05/2002;1200;0;;12.7;;;;;;
83781;29/05/2002;0000;;23.8;;4.7;3.3;18.14;68;2.3;
83781;29/05/2002;1200;0;;13.6;;;;;;
83781;30/05/2002;0000;;24.2;;3.7;4.4;18.76;65.5;1.1;
83781;30/05/2002;1200;0;;13.9;;;;;;
83781;31/05/2002;0000;;26.9;;1;4.6;19.92;70.5;1.8;
83781;31/05/2002;1200;0;;15.3;;;;;;
83781;01/06/2002;0000;;23.7;;5;3;19.04;80.75;3.1;
83781;01/06/2002;1200;0;;16.3;;;;;;
83781;02/06/2002;0000;;26.8;;6.4;3;21.38;60.5;3.2;
83781;02/06/2002;1200;0;;17.2;;;;;;
83781;03/06/2002;0000;;26.1;;6.3;4.5;20.44;64;0.8;
83781;03/06/2002;1200;0;;15.3;;;;;;
83781;04/06/2002;0000;;26.9;;6.3;4.5;20.7;57;2.7;
83781;04/06/2002;1200;0;;15.4;;;;;;
83781;05/06/2002;0000;;27.3;;6.2;4.1;20.66;57;2.033333;
83781;05/06/2002;1200;0;;15.1;;;;;;
83781;06/06/2002;0000;;26.6;;3.8;5.9;20.68;57.5;2.733333;
83781;06/06/2002;1200;0;;14.8;;;;;;
83781;07/06/2002;0000;;26.4;;6;5.4;21.02;50.5;3.2;
83781;07/06/2002;1200;0;;15.3;;;;;;
83781;08/06/2002;0000;;27.5;;4.7;10;21.4;55;2.633333;
83781;08/06/2002;1200;0;;16.5;;;;;;
83781;09/06/2002;0000;;28.1;;5.7;6;21.46;56.75;2.333333;
83781;09/06/2002;1200;0;;17;;;;;;
83781;10/06/2002;0000;;27.7;;3.3;6.3;21.34;66.5;2.133333;
83781;10/06/2002;1200;0;;18.7;;;;;;
83781;11/06/2002;0000;;27.6;;5.7;4.5;22;63;2.966667;
83781;11/06/2002;1200;0;;18.4;;;;;;
83781;12/06/2002;0000;;28.4;;5.7;5;21.42;70.75;2.566667;
83781;12/06/2002;1200;0;;17.4;;;;;;
83781;13/06/2002;0000;;28.3;;5.6;6;21.44;62.25;2.733333;
83781;13/06/2002;1200;0;;16.3;;;;;;
83781;14/06/2002;0000;;28.3;;3;5.8;20.96;79;2.2;
83781;14/06/2002;1200;0;;16.7;;;;;;
83781;15/06/2002;0000;;20.2;;0;4;17.66;87.75;2.966667;
83781;15/06/2002;1200;0;;15.7;;;;;;
83781;16/06/2002;0000;;24.2;;5.4;1.6;18.74;82.75;2.066667;
83781;16/06/2002;1200;0.3;;15.9;;;;;;
83781;17/06/2002;0000;;26.7;;5.6;2.3;20.42;66.75;3.133333;
83781;17/06/2002;1200;0;;17;;;;;;
83781;18/06/2002;0000;;26.9;;5.4;5;21.18;47;3.366667;
83781;18/06/2002;1200;0;;15.9;;;;;;
83781;19/06/2002;0000;;24.6;;4.4;8.4;19.38;70.75;2.633333;
83781;19/06/2002;1200;0;;15.3;;;;;;
83781;20/06/2002;0000;;24.5;;5.4;3.6;19.84;70.25;2.133333;
83781;20/06/2002;1200;0;;16.9;;;;;;
83781;21/06/2002;0000;;26;;5.4;3;20.02;68.75;1.7;
83781;21/06/2002;1200;0;;15.7;;;;;;
83781;22/06/2002;0000;;20.3;;0;5.7;16.64;81.25;4.233333;
83781;22/06/2002;1200;0;;15.1;;;;;;
83781;23/06/2002;0000;;18.8;;2.2;2.7;15.56;84.25;3.533333;
83781;23/06/2002;1200;1;;12.8;;;;;;
83781;24/06/2002;0000;;24.9;;4.5;1.8;17.08;74.5;2.8;
83781;24/06/2002;1200;0;;14.1;;;;;;
83781;25/06/2002;0000;;18.9;;2;3.1;14.96;81.25;3.133333;
83781;25/06/2002;1200;0;;13.3;;;;;;
83781;26/06/2002;0000;;20.2;;5.1;1.8;15.66;82;3;
83781;26/06/2002;1200;0;;13.2;;;;;;
83781;27/06/2002;0000;;22.8;;4.8;1.9;16.82;80.5;2.266667;
83781;27/06/2002;1200;0;;13.7;;;;;;
83781;28/06/2002;0000;;26.3;;5;2;19.5;57.75;2.4;
83781;28/06/2002;1200;0;;14.6;;;;;;
83781;29/06/2002;0000;;26.5;;5.6;4.7;19.48;56;1.566667;
83781;29/06/2002;1200;0;;13.7;;;;;;
83781;30/06/2002;0000;;26.9;;4.4;5.1;18.66;68.25;1.78592;
83781;30/06/2002;1200;0;;13.6;;;;;;
83781;01/07/2002;0000;;25.8;;5.5;6.4;18.46;75;1.666667;
83781;01/07/2002;1200;0;;14.7;;;;;;
83781;02/07/2002;0000;;23.5;;5.4;4.5;18.5;75;4.6;
83781;02/07/2002;1200;0;;15.8;;;;;;
83781;03/07/2002;0000;;23;;4.8;3.7;18.04;78.5;4.033333;
83781;03/07/2002;1200;0;;15.1;;;;;;
83781;04/07/2002;0000;;24.8;;4.6;2.6;18.26;76.5;2.733333;
83781;04/07/2002;1200;0;;13.9;;;;;;
83781;05/07/2002;0000;;25.3;;3.6;3.1;19.42;67.75;2.3;
83781;05/07/2002;1200;0;;14.8;;;;;;
83781;06/07/2002;0000;;24.7;;3.1;3;19.82;59.5;1.833333;
83781;06/07/2002;1200;0;;14.6;;;;;;
83781;07/07/2002;0000;;22.2;;;5.1;16.8;76.5;3.6;
83781;07/07/2002;1200;0;;14.7;;;;;;
83781;08/07/2002;0000;;18.4;;6;5.3;13;71.25;1.6;
83781;08/07/2002;1200;1.2;;9.3;;;;;;
83781;09/07/2002;0000;;19;;4.8;4;13.68;76.5;3.633333;
83781;09/07/2002;1200;0;;9.8;;;;;;
83781;10/07/2002;0000;;21.2;;4.7;3.5;15.36;81.25;2.2;
83781;10/07/2002;1200;0;;11.9;;;;;;
83781;11/07/2002;0000;;18.7;;0;2.9;14.74;84.75;2.733333;
83781;11/07/2002;1200;0;;13.2;;;;;;
83781;12/07/2002;0000;;17.3;;0.1;0.7;15.32;92;1.733333;
83781;12/07/2002;1200;10;;12.7;;;;;;
83781;13/07/2002;0000;;17.8;;1.4;1.3;13.34;84.25;2.066667;
83781;13/07/2002;1200;11.7;;11.5;;;;;;
83781;14/07/2002;0000;;20.7;;6.6;1.6;12.82;78.25;1.633333;
83781;14/07/2002;1200;0;;8.8;;;;;;
83781;15/07/2002;0000;;22.1;;6.4;3.7;13.64;81.5;2.566667;
83781;15/07/2002;1200;0;;8.9;;;;;;
83781;16/07/2002;0000;;24.3;;7;2.4;16.74;70;2.633333;
83781;16/07/2002;1200;0;;11.7;;;;;;
83781;17/07/2002;0000;;18.7;;6.7;5.3;13.94;75.5;3.533333;
83781;17/07/2002;1200;0;;10.7;;;;;;
83781;18/07/2002;0000;;17.7;;0.9;4.5;13.82;83.5;3.533333;
83781;18/07/2002;1200;0;;12.3;;;;;;
83781;19/07/2002;0000;;20.9;;5;2.3;14.88;87.75;1.933333;
83781;19/07/2002;1200;0;;11.1;;;;;;
83781;20/07/2002;0000;;23.6;;4.5;2.6;17.9;69.5;3.366667;
83781;20/07/2002;1200;0;;12.4;;;;;;
83781;21/07/2002;0000;;20.5;;0;3;17.5;81.5;1.366667;
83781;21/07/2002;1200;0;;14.2;;;;;;
83781;22/07/2002;0000;;24.1;;0.6;2.6;18.62;74;5.766667;
83781;22/07/2002;1200;0;;16;;;;;;
83781;23/07/2002;0000;;25.5;;7.6;5.4;19.08;72.5;2.366667;
83781;23/07/2002;1200;0;;16.3;;;;;;
83781;24/07/2002;0000;;24.1;;5.3;4.1;17.52;81.25;1.566667;
83781;24/07/2002;1200;0;;12.3;;;;;;
83781;25/07/2002;0000;;29.5;;8.1;2.8;20.16;66.5;1.866667;
83781;25/07/2002;1200;0;;13.2;;;;;;
83781;26/07/2002;0000;;22.4;;5.7;6.3;16.46;83.5;2.233333;
83781;26/07/2002;1200;0;;13.9;;;;;;
83781;27/07/2002;0000;;28.1;;8.3;2.4;18.04;73.5;3.033333;
83781;27/07/2002;1200;0;;12.6;;;;;;
83781;28/07/2002;0000;;18.5;;3.8;6.9;13.86;75;2.466667;
83781;28/07/2002;1200;0;;11.4;;;;;;
83781;29/07/2002;0000;;19.7;;7.7;3.6;12.82;72.75;3.5;
83781;29/07/2002;1200;0;;8.9;;;;;;
83781;30/07/2002;0000;;26;;7.7;5;18.1;75.25;1.866667;
83781;30/07/2002;1200;0;;10.7;;;;;;
83781;31/07/2002;0000;;27.4;;1.9;4.5;19.02;82.75;3.095547;
83781;31/07/2002;1200;0;;13.9;;;;;;
83781;01/08/2002;0000;;22.1;;0;5;17.38;89;1.133333;
83781;01/08/2002;1200;2.1;;15.3;;;;;;
83781;02/08/2002;0000;;19.2;;0;1.4;16.16;89.25;2.066667;
83781;02/08/2002;1200;25.4;;14.4;;;;;;
83781;03/08/2002;0000;;20.7;;0;1.2;17.84;85.5;3.166667;
83781;03/08/2002;1200;12.3;;14.9;;;;;;
83781;04/08/2002;0000;;26.4;;9.4;2.7;20.28;70.5;3.066667;
83781;04/08/2002;1200;0;;14.9;;;;;;
83781;05/08/2002;0000;;29.5;;9.4;6.4;20.7;69.25;4.1;
83781;05/08/2002;1200;0;;16.4;;;;;;
83781;06/08/2002;0000;;27.5;;6.2;7.1;20.16;76.5;2.733333;
83781;06/08/2002;1200;0;;15.5;;;;;;
83781;07/08/2002;0000;;29.5;;9.2;4.8;21.76;70.25;2.2;
83781;07/08/2002;1200;4;;14.9;;;;;;
83781;08/08/2002;0000;;31;;9.4;4.5;23.26;60.5;2.8;
83781;08/08/2002;1200;0;;16.7;;;;;;
83781;09/08/2002;0000;;29.9;;8.8;6.5;23.76;53.25;3.266667;
83781;09/08/2002;1200;0.5;;18.3;;;;;;
83781;10/08/2002;0000;;24.7;;7.7;10.8;16.8;79.5;2.866667;
83781;10/08/2002;1200;0;;14.3;;;;;;
83781;11/08/2002;0000;;28.5;;7.3;5;20.88;65;1.266667;
83781;11/08/2002;1200;0;;14.1;;;;;;
83781;12/08/2002;0000;;30;;8.2;5.9;22.62;58.75;1.2;
83781;12/08/2002;1200;0;;15.7;;;;;;
83781;13/08/2002;0000;;29.8;;8.5;6.7;23.62;49.75;1.9;
83781;13/08/2002;1200;0;;17.7;;;;;;
83781;14/08/2002;0000;;28.5;;8.7;9.4;20.84;76.5;2.533333;
83781;14/08/2002;1200;0;;17.3;;;;;;
83781;15/08/2002;0000;;25.9;;6.2;6;19.88;79.25;2.2;
83781;15/08/2002;1200;0;;17.3;;;;;;
83781;16/08/2002;0000;;27.3;;7.2;3.3;19.72;77.75;1.866667;
83781;16/08/2002;1200;0;;17.1;;;;;;
83781;17/08/2002;0000;;26.7;;8;3.7;19.28;80.75;0.966667;
83781;17/08/2002;1200;0;;15.4;;;;;;
83781;18/08/2002;0000;;27.1;;9.9;3.8;20.72;61;2.9;
83781;18/08/2002;1200;0;;15.9;;;;;;
83781;19/08/2002;0000;;27.9;;10.1;5.7;20.92;61;2.966667;
83781;19/08/2002;1200;0;;15.1;;;;;;
83781;20/08/2002;0000;;28.3;;10.2;6;21.48;59.5;2.233333;
83781;20/08/2002;1200;0;;15.7;;;;;;
83781;21/08/2002;0000;;27.9;;9.1;7;22.32;53.75;2.6;
83781;21/08/2002;1200;0;;16.4;;;;;;
83781;22/08/2002;0000;;28.5;;3;7.7;20.86;72.75;2.066667;
83781;22/08/2002;1200;0;;17.2;;;;;;
83781;23/08/2002;0000;;28.7;;9.1;4.6;21.98;58;3.333333;
83781;23/08/2002;1200;0;;15.9;;;;;;
83781;24/08/2002;0000;;28.7;;9.9;5.4;20.74;70.75;1.433333;
83781;24/08/2002;1200;0;;17;;;;;;
83781;25/08/2002;0000;;28.3;;8.7;4.6;19.76;72;0.433333;
83781;25/08/2002;1200;0;;15.5;;;;;;
83781;26/08/2002;0000;;25.3;;5.5;4.6;18.62;79.75;3.4;
83781;26/08/2002;1200;0;;14.8;;;;;;
83781;27/08/2002;0000;;25.6;;7;4.2;18.5;73.75;3.533333;
83781;27/08/2002;1200;0;;14.7;;;;;;
